beta_3,beta_4,sigma_3,sigma_4,time
-1.322498837721654e-14,8.767866090898916e-15,1.4088925523883195e-13,1.4088989882224986e-13,9488775.019282244
1.3666203160122364e-14,2.8681662573449625e-15,1.6166175362592533e-13,1.616664858884806e-13,9489899.795534095
2.693342422165311e-14,-8.845096599278436e-15,1.3684057416862215e-13,1.368441835622541e-13,9491024.778054561
1.774135773707602e-14,-8.489281366783324e-15,1.6997150722571284e-13,1.6996440305737155e-13,9492149.56592066
-7.493026984167618e-15,-1.9674197014868105e-14,1.2403109384070328e-13,1.2404543733182316e-13,9493274.65288597
-3.04431704167102e-15,2.1806613383817457e-14,1.5130212306820537e-13,1.5129190232162092e-13,9494399.428301325
9.367381909672138e-15,-2.8034343722938484e-15,1.2161477324240218e-13,1.2162376336319858e-13,9495524.529374642
-4.048966496887318e-16,9.299238269700023e-15,1.127646812716246e-13,1.1273186151612204e-13,9496649.508818984
-7.600164560777093e-16,-4.055675362773821e-15,1.157301406844112e-13,1.1572359376647868e-13,9497774.429155018
-4.685412091151675e-15,5.642125923603542e-15,1.264653358547623e-13,1.2644394705246288e-13,9498899.527135061
-8.87153018345346e-15,-1.8859263814351893e-14,1.0048446814223667e-13,1.00492666819176e-13,9500024.368604062
-3.3776869068735948e-15,8.09285482264249e-15,1.3818967755722455e-13,1.3822591534955749e-13,9501149.203336688
1.4394410775979732e-15,6.4909333544329606e-15,1.1322389231164816e-13,1.1320533333688996e-13,9502273.975621685
-5.569090198033971e-15,6.713505580954629e-15,1.183494253772887e-13,1.1835097975113574e-13,9503399.155798838
1.7136582068223506e-14,-7.108163446225774e-15,1.0897857761443868e-13,1.0896874114283092e-13,9504523.955451107
-8.915534314022817e-16,2.3488196270218294e-14,1.014880574169756e-13,1.0149270843597199e-13,9505648.990546856
-8.15284542956433e-16,-1.0339518711300413e-15,1.1706185882425566e-13,1.1706210038054058e-13,9506773.849823384
-2.9066031428347872e-15,-1.1684696832470214e-14,1.137982053028267e-13,1.1382659603280832e-13,9507898.967389865
3.1101254811856595e-15,1.024459997464723e-14,1.3027777742517827e-13,1.3029177905880922e-13,9509023.785762727
-1.1101872126269042e-14,1.2698790007551968e-14,1.137922876869529e-13,1.1378865184810263e-13,9510148.797949092
1.2508293671972583e-14,1.2425453762608585e-14,1.1541749379222442e-13,1.1542003351472035e-13,9511273.591689758
4.911458748246481e-15,-2.2033052579272407e-15,1.0119973439009671e-13,1.0120219771094302e-13,9512398.65375159
-7.512538180013434e-16,2.571472467997592e-15,1.1679621022880612e-13,1.16789100011553e-13,9513523.496617144
1.049598884002522e-14,-1.3229883105966829e-15,1.3492197800623912e-13,1.3491071834685084e-13,9514648.528292336
1.3360414735587242e-14,-1.853847467091276e-14,1.1772850185334859e-13,1.177446872349436e-13,9515773.436490558
-1.887633592924008e-15,1.8113746108519646e-14,1.7186069058108373e-13,1.7186637575162287e-13,9516898.346455555
2.4550364949051107e-15,-1.3084674152598005e-14,1.1947635901416056e-13,1.1948318619439018e-13,9518023.330014624
4.031472593670284e-15,-7.794174429747775e-15,1.369716709330931e-13,1.3696475707156367e-13,9519148.238215439
-6.622978128423357e-15,5.815400135717018e-16,1.368204188696531e-13,1.3680485801411297e-13,9520273.305095647
5.679939814030995e-15,-1.2154639023841387e-14,1.4601300297516878e-13,1.4602776992677007e-13,9521398.155014928
8.249982910267286e-15,-2.6198498042223944e-15,1.4073843748559262e-13,1.4076562633587676e-13,9522523.0822675
-1.5640385227099395e-15,2.501892195724112e-15,1.387258073914841e-13,1.3871937915922642e-13,9523648.031230621
-2.225633780262661e-14,-2.7322930555477864e-16,1.7068603728555839e-13,1.7068666361168177e-13,9524772.959600035
-3.7804798044052575e-15,-9.86632405801899e-15,1.0713235713422293e-13,1.0713249699460097e-13,9525897.9058484
1.6389643419934567e-14,-1.5445450786659024e-15,1.6953998944596755e-13,1.6952565149396127e-13,9527022.85695648
1.2025822251735999e-14,3.0294605828470606e-15,1.3515642164522825e-13,1.3515604627471082e-13,9528147.7597761
5.729466163393477e-15,8.143501901850705e-15,1.1655383035466825e-13,1.165715761420212e-13,9529272.702229872
3.2471237829285506e-15,-6.670414587478448e-15,1.5117768231854193e-13,1.511828291715453e-13,9530397.630131971
-7.608389304919591e-16,2.4627166151720377e-15,1.5041392156266311e-13,1.504047217074876e-13,9531522.612570014
-2.3091396663212636e-14,-5.132148894718721e-15,1.6422671406447412e-13,1.6423144579392942e-13,9532647.46505441
2.4325866682173118e-15,-1.1195582902278436e-14,1.370783124132179e-13,1.3707586464717714e-13,9533772.608030042
3.0401283115502595e-15,8.257744405192964e-15,1.278027276565602e-13,1.2778842252392796e-13,9534897.498661673
-3.156824651644142e-15,-2.217088820244021e-15,1.361854535643619e-13,1.3621183146524662e-13,9536022.143462328
4.092871650034543e-15,-2.050158784414385e-14,1.112233274508797e-13,1.112538995928882e-13,9537147.244328417
1.0504549220232333e-14,-2.3068366973765263e-15,1.5089079261285704e-13,1.5087730170696284e-13,9538272.195994698
-4.626191859597734e-15,1.2861988904201244e-14,1.341101906352403e-13,1.3410719417779126e-13,9539397.156926377
-3.5788459589643535e-15,-1.5363618134046538e-14,1.1942468330915162e-13,1.1939624292350382e-13,9540522.1431011
7.225129958354118e-15,4.6172451944381945e-15,9.256280790500565e-14,9.25427729627827e-14,9541647.059164368
2.240724768130766e-14,-2.542475949108472e-14,1.16190692895229e-13,1.161999913931581e-13,9542772.02892126
-1.1908107701564917e-14,1.7765957626597678e-14,1.355385988075971e-13,1.3553533243053656e-13,9543896.980391718
-4.140834096533663e-15,8.115006123767152e-15,1.1979557201327664e-13,1.1976382387738378e-13,9545021.854153262
8.73789361292174e-15,-9.351448476839122e-16,1.1698358057909083e-13,1.1696085462088036e-13,9546146.932446726
8.849499008686561e-16,-9.449053869538733e-15,1.0973507182678928e-13,1.0975562216450798e-13,9547271.769473083
8.905663093921748e-14,6.320707423764618e-14,2.6296805236060446e-13,2.629872614655287e-13,9548400.681331305
-2.779546338442364e-16,-3.3211486443504296e-15,1.207723031369704e-13,1.2077974530387228e-13,9549526.090834081
-1.0993741352580398e-14,-3.8082858663249946e-15,1.1074854702334022e-13,1.1073057123468877e-13,9550651.104469042
1.0217535440799976e-14,6.362770953391507e-16,1.1626941187907585e-13,1.162614207508297e-13,9551776.054449739
9.795752017581148e-15,2.3676909959273725e-15,1.1118656841529048e-13,1.1115913106432183e-13,9552900.995324714
-4.342853618761385e-15,8.682927097104288e-15,1.1272713273352902e-13,1.1273177278854951e-13,9554025.807841385
1.9119605391404496e-15,-3.4616663830159552e-15,1.0824645721514937e-13,1.082489617320034e-13,9555150.909885498
7.727652501586291e-16,5.5855379406420776e-15,1.0629246104037292e-13,1.0627966412648867e-13,9556275.78479855
1.1889458482847947e-14,6.818386122527852e-15,1.194385341000134e-13,1.19459497389721e-13,9557400.694425061
-1.5579948025009066e-15,3.896902727538101e-15,1.1658256308053807e-13,1.1658226423813776e-13,9558525.670515032
1.630314996919029e-14,-9.930966851128656e-15,1.0835712947166444e-13,1.0836511703566855e-13,9559650.471778085
1.1605301380737917e-15,-3.345242867001481e-16,1.3872664387254904e-13,1.3872027148811837e-13,9560775.623604476
-9.073761457768616e-15,-5.732964024285921e-15,1.123190733688311e-13,1.1232609328242952e-13,9561900.44870263
-1.213571346244765e-14,2.396647063781381e-15,1.1703282741154253e-13,1.1702306004749316e-13,9563025.441318689
2.329229119948941e-14,6.158985098456797e-15,1.2662477007036021e-13,1.2662655294788858e-13,9564150.331840375
6.282420073473059e-16,1.5328218699058167e-15,1.1015488201371633e-13,1.101503098456326e-13,9565275.354905907
3.882801132776573e-15,-9.92311951141456e-15,1.2749365871096714e-13,1.2749445431565898e-13,9566400.242586557
1.2806906928715278e-14,-5.151623581598668e-15,1.0403689943080374e-13,1.039931021615307e-13,9567525.284969537
1.154683099000543e-14,-1.0820390377852634e-14,1.573801572814417e-13,1.5735362741491763e-13,9568650.013439795
6.581484884526376e-15,3.9812188486864344e-15,1.345877706417664e-13,1.345778854810286e-13,9569775.091947166
2.5622974161124023e-14,-4.1592877097945075e-15,1.1046427651579587e-13,1.1048201398965062e-13,9570900.146971062
1.2098442810916481e-14,-8.74530420276083e-15,9.975981818321018e-14,9.974787351617315e-14,9572024.931632806
1.52635686637417e-14,3.789145914210041e-15,1.473818229242047e-13,1.4739597445817255e-13,9573149.87823551
-6.556165490105121e-15,8.3780302586488e-15,1.1231013080843203e-13,1.1232328129670755e-13,9574274.854013044
1.803293899176579e-14,1.0653286932635056e-14,1.2210953305140356e-13,1.2211968344320122e-13,9575399.78637118
9.857757678155588e-15,-2.4375309110698722e-14,1.1706001536058793e-13,1.1706348141042442e-13,9576524.752677241
-8.895579878917038e-15,-9.96541975255969e-15,1.2480966252521054e-13,1.2481268634238765e-13,9577649.609459894
-1.5681624922291136e-15,7.593573739033875e-15,9.668915394052812e-14,9.668001102948741e-14,9578774.565083656
1.5288249838885803e-15,-1.2390779574704686e-15,1.214685331018509e-13,1.2145628884616006e-13,9579899.56558957
-1.649021954858476e-14,1.8447938208706464e-14,1.250695257163411e-13,1.2505472988059398e-13,9581024.531385038
-1.2739901601255611e-14,1.3856507377509802e-14,1.1882516496507175e-13,1.1884769392350396e-13,9582149.457844982
7.75586332089391e-15,5.053022052993348e-15,1.0925262919002831e-13,1.092420685625253e-13,9583274.047933942
-1.3027985198747433e-14,2.304262308247341e-15,1.4223944257950777e-13,1.4225279758014895e-13,9584399.259264465
7.798272274037465e-15,-9.53840951430798e-16,1.1842772457662944e-13,1.1844785139259404e-13,9585524.22833476
-3.468114554048791e-15,-6.940902775506654e-15,1.7796507829031564e-13,1.7794090646442311e-13,9586649.242043257
-1.722264521902921e-14,2.4932293890043737e-14,1.4436399832181925e-13,1.4437327161532601e-13,9587774.10880301
6.792571865244262e-15,-3.7511373093939944e-14,1.6985723471005135e-13,1.6985752030999016e-13,9588899.063136134
-4.528904817932767e-15,1.2821077167685062e-14,1.258969851683701e-13,1.2589418645619278e-13,9590024.043446835
-4.047636433405144e-15,1.3473973352850786e-14,1.1725497230118916e-13,1.1725159411648871e-13,9591148.94761475
1.256197318089231e-14,1.532464624860013e-15,1.2798206578594465e-13,1.2800213188308054e-13,9592273.788437515
-5.584712632141958e-15,2.130147435775722e-15,1.309449677933638e-13,1.3095439500525395e-13,9593398.811687099
3.3182911073062786e-15,2.6128982730547757e-15,1.2905012167072765e-13,1.2903817447852955e-13,9594523.803354768
-1.442947626604478e-14,7.185723588296386e-15,1.3094550734223517e-13,1.3095817773994095e-13,9595648.721210266
-6.086087432802976e-15,2.669359794256106e-15,1.3630096385809166e-13,1.3629993021286553e-13,9596773.6360162
-2.7141254151903977e-16,8.077602459098265e-15,1.2327193223985016e-13,1.2329015008119222e-13,9597898.812666522
1.7253136999217134e-14,-2.654585322875174e-15,1.1651491144686588e-13,1.1651788291305925e-13,9599023.536584979
-6.405035949991096e-15,7.370036386337731e-15,1.561195003730012e-13,1.5611397100219627e-13,9600148.430333277
-7.921731564443259e-15,-2.109957345152825e-14,1.1466035703964696e-13,1.1464991627697357e-13,9601273.37559337
2.802828651522639e-15,-1.7719760810495635e-14,1.2541525653501933e-13,1.254164513214613e-13,9602398.425941719
-1.5418909751215478e-15,-4.0728358387824556e-15,1.2168807915230933e-13,1.2169877586328374e-13,9603523.295516375
2.5990125800210097e-15,2.5960365524812978e-15,1.153223056844084e-13,1.1532585595627167e-13,9604648.197787764
5.89075881635675e-15,-1.4338126766857147e-14,1.2152489203960776e-13,1.2151536262078053e-13,9605773.139872072
-4.391484937998889e-15,1.324266431303603e-14,1.0666473043237473e-13,1.0667476413740465e-13,9606898.136329284
-5.072725036278646e-15,-5.2995266357402925e-15,1.202507620516508e-13,1.2026924995803207e-13,9608023.040647872
-1.2237584612286407e-14,1.482782443917524e-14,2.0684795746129173e-13,2.0687821619388e-13,9609147.979369057
-9.362614283698243e-15,-1.3769193802848485e-14,1.960574668169723e-13,1.960740210784585e-13,9610272.981823852
-7.128162941616644e-16,2.2146761287506165e-15,1.2051797410833314e-13,1.2051652913983138e-13,9611397.980450364
-5.1918252889798126e-15,9.243698016386899e-15,1.160852683894199e-13,1.1608158757235243e-13,9612522.846623426
1.4486414760020326e-14,7.0515858844112224e-15,1.1845521100114575e-13,1.1846356151472534e-13,9613647.786615254
2.337831201816253e-15,-1.0069303077183715e-14,1.3022907825607674e-13,1.3022086275534839e-13,9614772.746707015
1.960390005122337e-15,-1.3131816022605415e-14,1.8498081363054065e-13,1.8495639945855568e-13,9615897.64656456
-6.078103265244223e-15,1.4637345732953973e-14,1.6465622606445649e-13,1.6466532582978377e-13,9617022.525084302
1.0246405351020602e-14,-4.828220786679275e-15,1.3262568941608684e-13,1.3260953269015324e-13,9618147.484579295
1.2639095440192137e-14,5.87164936225219e-15,1.108997228403752e-13,1.1090885638330707e-13,9619272.446079003
1.994083662615302e-14,1.1780041234425584e-14,1.8963234855444214e-13,1.896470355834266e-13,9620397.398805235
1.6491145903639968e-14,9.471756343395201e-15,1.1130075916889047e-13,1.112989834177138e-13,9621522.404180551
3.822082884107095e-15,-1.547409955214118e-14,1.0878158245454953e-13,1.0875911155655476e-13,9622647.29966603
2.686519295143603e-14,2.1715486180676704e-15,1.271919980621016e-13,1.2720124315898368e-13,9623772.293028248
4.9305294978229145e-15,7.60335611200997e-15,1.3597312511512726e-13,1.3597133576433038e-13,9624897.262865566
4.89379233103901e-14,-9.093926551881891e-14,1.579997667260732e-13,1.5798208570077094e-13,9626023.302175393
-2.5138254352134387e-14,5.43905289831312e-15,1.244880087320286e-13,1.2450398515161312e-13,9627148.223094754
9.44067389736647e-15,2.0281249051114785e-15,1.2984676657880861e-13,1.2983857121871442e-13,9628273.09354874
7.331143892956322e-15,1.3590202930027195e-14,1.2016409911494816e-13,1.201456594160474e-13,9629398.007608036
1.5796992218006575e-14,2.864791411969153e-16,1.195136458352859e-13,1.1950636723566725e-13,9630523.001192426
-2.101190733253307e-15,1.0319895028400274e-14,1.1407219939102677e-13,1.140510734110458e-13,9631647.932857715
-1.8942844379067265e-15,-9.61462923547542e-15,1.2840457676686044e-13,1.2843105886809168e-13,9632772.875177061
1.5429835521337764e-14,-9.609404223648819e-15,1.3583308886626635e-13,1.358364199354136e-13,9633897.830054093
-4.557961611719806e-15,-1.2616777788956553e-14,1.2452858278930397e-13,1.2451837056277992e-13,9635022.797085585
7.340561916255823e-15,-7.899659586143394e-15,1.4169816538688908e-13,1.4172438468708318e-13,9636147.702700688
-4.541570638400487e-16,6.719252967195912e-15,1.2635726787327016e-13,1.2638140380930906e-13,9637272.659126913
-4.565737941623347e-15,2.2333362219290535e-14,1.6289593867066708e-13,1.6289023850869184e-13,9638397.601805953
-1.5668816140877718e-14,5.188853549852125e-15,1.6843052356185211e-13,1.6843176928167426e-13,9639522.532140331
-3.67875324003714e-15,-9.33391888322175e-15,1.2286739949763194e-13,1.2284499923844811e-13,9640647.481045987
1.4430476184460782e-15,-5.49459565351094e-16,1.3774755607143019e-13,1.37735304152402e-13,9641772.364683619
-1.5413096143373796e-14,-3.663312145740534e-15,1.5756498286674032e-13,1.5753571049482398e-13,9642897.397625223
1.112151170230761e-15,1.0097795735302923e-14,1.384384691885085e-13,1.3844570432495576e-13,9644022.193372305
1.2573694559011243e-14,2.6801022722890202e-15,1.2801539095556486e-13,1.280538459440408e-13,9645147.221310977
1.3813354455642382e-14,-1.1876459666930979e-15,1.5367389473314088e-13,1.5364481947760829e-13,9646272.190935757
-9.921385889319319e-16,-1.7392655641466944e-14,1.2382005060367698e-13,1.2380553340991774e-13,9647397.094590457
-9.439246713392897e-15,2.558186293102431e-15,1.232593365771201e-13,1.2325599176704828e-13,9648522.048384894
-1.2367519977644534e-14,1.0370090951561606e-14,1.1917412538163106e-13,1.191846092011266e-13,9649646.934331337
-9.985016810383181e-15,1.1865202909029733e-15,1.2756561265692427e-13,1.2757152636124197e-13,9650771.882476436
-2.2832832752150162e-14,-2.79256697053628e-15,1.4015749092509336e-13,1.4014106445731083e-13,9651896.856826255
4.1448854067738344e-15,1.2834542695590591e-14,1.1845877697391533e-13,1.1847881469718468e-13,9653021.766420169
-1.1816002922098674e-14,7.444119482966472e-16,1.3989198265962366e-13,1.3990094187518235e-13,9654146.735977001
-2.6262312884852094e-15,1.913964295819691e-14,1.3275974439443401e-13,1.327509717193872e-13,9655271.640934467
-2.6695584231037406e-14,1.5761105633292792e-15,1.1944685812914234e-13,1.1945628775755004e-13,9656396.657035321
-5.165491096688424e-15,5.89888787608406e-15,1.1733778111557372e-13,1.1733749311386653e-13,9657521.609405989
1.4108630921374325e-15,-1.869264265723616e-14,1.169946709231212e-13,1.1701956994216918e-13,9658646.507531308
2.135200521411208e-15,1.0198534713660801e-14,1.228389201841378e-13,1.228370829531999e-13,9659771.406353207
-1.622991940068509e-14,1.2093789478597438e-14,1.2265344112091414e-13,1.2262530425954283e-13,9660896.366473326
4.495535525294735e-16,1.5665923310080572e-15,1.2572823273586162e-13,1.257379269130657e-13,9662021.382918129
-1.0483658905288906e-14,5.748874689961926e-15,1.3911640691395102e-13,1.3910673112232917e-13,9663146.217556462
1.5408129919781305e-14,-1.5203823740859936e-15,1.2496470420168375e-13,1.249437158435748e-13,9664271.165373296
-1.2090388632707096e-14,3.702691864046319e-16,1.1424424174726023e-13,1.1422811114192552e-13,9665396.13512519
-1.1237416315435836e-14,-2.946972583172814e-15,1.133316209575123e-13,1.1333714196020618e-13,9666521.158994097
-6.264673483862744e-16,-3.3641929218930337e-15,1.218656867137832e-13,1.2187495524198513e-13,9667645.981285647
-2.2488930649541825e-15,-9.35284305877756e-15,1.3334090738160462e-13,1.333324651712836e-13,9668770.928232498
-3.15004060887744e-15,-1.013884396639621e-14,1.2419782334826188e-13,1.242086270473456e-13,9669895.94386879
-7.158782125357062e-16,-3.12669592722098e-15,1.1652994500473613e-13,1.1651068412503335e-13,9671020.903439756
-6.4703239257112534e-15,-2.19168926530165e-15,1.241517082184378e-13,1.2415347354989568e-13,9672145.745343698
-1.0023600819590836e-14,-1.6171831772692132e-14,1.424845651423528e-13,1.4247861374319336e-13,9673270.7326961
1.4538888295763926e-14,-2.2450442062794036e-14,1.3395111874805384e-13,1.33958596948074e-13,9674395.674923627
-8.949212657687415e-16,6.828929780681241e-16,1.2457938333097867e-13,1.245934518513212e-13,9675520.618910648
-1.9283153913946327e-14,-1.4903928133341292e-14,1.1302358019573219e-13,1.1304438704158017e-13,9676645.557243504
2.220235526549916e-15,-4.161112749000636e-15,1.1656769721573824e-13,1.1655737517362837e-13,9677770.481227415
-1.6885672321976129e-15,1.260937580421645e-14,1.162817231526523e-13,1.1629111447104684e-13,9678895.398045974
5.4167337658223726e-15,1.5649658845908644e-14,1.0508591878631816e-13,1.0506987944418991e-13,9680020.37903807
-2.1130384435757034e-15,-2.1247408185809788e-14,1.17093424164479e-13,1.171085401816564e-13,9681145.440580545
-5.5325007847882916e-15,-2.902817026215612e-15,1.2127987855539443e-13,1.212955731593698e-13,9682270.214848233
-1.7818307388819192e-14,-1.8319049849650437e-14,1.1358737196498492e-13,1.135765578845375e-13,9683395.131848477
2.6196304061995216e-15,1.4098126868834565e-15,1.1425799966145308e-13,1.142449753005379e-13,9684520.091482593
1.45774615762176e-14,-8.153409799648405e-15,1.2287376704830358e-13,1.2287477641147698e-13,9685645.043487534
-1.9553501416093075e-15,-1.206622162190671e-14,2.2571657828519078e-13,2.2572557138683728e-13,9686770.10612736
2.4711764917261776e-14,-3.6774518320154965e-15,2.0758629664376292e-13,2.0756955872699178e-13,9687894.901147613
2.0532177238793366e-16,2.8201930211716407e-15,1.1035111402403542e-13,1.1036944388635706e-13,9689019.929422576
-1.2711277222667256e-14,-1.6378731756502105e-15,1.10456940217001e-13,1.1045666429984541e-13,9690144.809741162
1.3097925930005517e-14,1.557717283622628e-14,1.335396111577551e-13,1.3353372030083755e-13,9691269.760655245
-3.34392670570788e-16,1.0299496435352344e-14,1.340342121148545e-13,1.3405795511932778e-13,9692394.702437237
-1.8752727797446328e-15,1.4066736352473203e-14,1.189103611700653e-13,1.1892125792765843e-13,9693519.577068202
-3.69584726108746e-15,-4.4451734544442094e-15,1.189353688011407e-13,1.1892068758634175e-13,9694644.673369026
-5.672363089283732e-15,-1.0228443852556621e-14,1.2233214958001873e-13,1.2234883727697096e-13,9695769.596615901
-1.7009851505359117e-14,-2.3870452510046712e-15,1.1260814427138417e-13,1.1262362290663791e-13,9696894.509535063
-1.3548988073587756e-15,-1.315432159951123e-15,1.2704356847303161e-13,1.2706124920793383e-13,9698019.39133527
-6.439946757661765e-15,-2.6386674862585e-15,1.0811671241716066e-13,1.0810447348458347e-13,9699144.327318314
5.904184392503218e-15,1.720727952635602e-15,1.2564923667404624e-13,1.2564164991946528e-13,9700269.346700244
-1.2945396705062906e-14,-7.49595462242867e-15,1.2281224526912797e-13,1.2282627506928538e-13,9701394.28835565
-7.879801597021411e-14,7.62222720093205e-15,2.0901005992865332e-13,2.0903500770625864e-13,9702519.217676716
6.060985284106243e-15,-8.681222383081142e-15,1.2875951766845362e-13,1.28758781296318e-13,9703645.305436825
1.2845417072392467e-14,-5.24203044610173e-15,1.4065419677422453e-13,1.4061966477827724e-13,9704770.201854555
2.8483805625394346e-15,1.1758371000776978e-14,1.5821489944949958e-13,1.5820101070799383e-13,9705895.112394605
-3.595691555207817e-14,7.425774660626076e-15,1.9658451970943327e-13,1.9655507108525366e-13,9707020.172972761
-9.464300910490686e-15,-3.747658694246157e-15,2.1989259414641507e-13,2.1988743576692615e-13,9708145.034573877
-1.2771857584833018e-14,7.340048071509748e-15,2.2642448296143012e-13,2.2643242531479368e-13,9709269.960506791
-1.2059894054845228e-14,1.9255410166125626e-15,1.1873773988179555e-13,1.1871269050273769e-13,9710394.875984095
5.475769154174234e-15,-6.437877639489465e-16,1.0892506967571009e-13,1.0892955658692803e-13,9711519.84678438
-2.7122542193953254e-15,3.191254537296536e-15,1.1488206918969738e-13,1.149051267609735e-13,9712644.779106714
5.023486493122282e-15,-2.29138698546044e-15,1.2969935657540909e-13,1.2970445289182543e-13,9713769.731419802
-8.18205313573176e-15,-6.76399784519171e-15,1.241530819719444e-13,1.241599777648759e-13,9714894.669819465
-5.619519092447377e-15,2.1383256366145034e-14,1.5724310778679691e-13,1.572409814076077e-13,9716019.640993714
4.354675590193972e-15,-3.2602780173146616e-15,1.0661810846035704e-13,1.0662432563821526e-13,9717144.635105973
-8.636147234818516e-15,-3.4017919902216463e-15,1.0886679760236897e-13,1.088584671602657e-13,9718269.462765533
7.921994363925151e-15,9.466068204688282e-15,1.1000163641380442e-13,1.1001808974378831e-13,9719394.474358795
-4.730449702897442e-15,1.1366602881679552e-14,1.2961961236324677e-13,1.2961449472606112e-13,9720519.400094263
2.40116589884444e-14,-1.257727665641275e-15,1.1199922889090852e-13,1.1200144145097035e-13,9721644.215752833
9.202234913024888e-15,5.977380971866127e-15,9.977649945909279e-14,9.976959316699343e-14,9722769.247828213
1.0204947652137542e-14,-1.0438075218279802e-14,9.052482779316628e-14,9.052110492655129e-14,9723894.181673544
1.0156572997783146e-14,-3.4821283910423838e-15,9.542851795550738e-14,9.542564253974018e-14,9725019.205077972
-2.268517643825819e-15,1.3867363322106214e-14,1.1910054699793967e-13,1.1909525922757223e-13,9726144.00164054
1.2276772606926987e-14,8.85593676505482e-15,9.331979867100915e-14,9.332170293111447e-14,9727269.042178731
7.316930012505198e-15,-1.033283722813877e-14,1.2515995887095456e-13,1.251639616227977e-13,9728393.962796206
-7.694183033659522e-15,1.8004070197040187e-15,9.477837982475077e-14,9.476610711091267e-14,9729518.963481132
-1.1515908276798786e-14,-1.0704506112401535e-14,1.459903186428199e-13,1.4595220405965283e-13,9730643.847228035
-9.627865273920935e-16,-4.8054076728383576e-15,1.5657152011325845e-13,1.5656450279016102e-13,9731768.796871882
7.82594378060679e-15,-1.9619520748285286e-16,1.0189594107856963e-13,1.0188454270929523e-13,9732893.644133748
-1.2647980863980897e-14,-1.5892937986362476e-14,1.0409458341955636e-13,1.0407414841409826e-13,9734018.593107007
1.3085447585853386e-14,-2.3010763379411608e-15,1.0434421180875666e-13,1.0435206184724543e-13,9735143.588029744
-6.713541623007801e-15,1.2616354260751211e-14,1.0635273498850911e-13,1.0635047626099857e-13,9736268.529942116
-1.3486459285921425e-14,-1.3482211660627377e-14,1.0547503079995789e-13,1.0549464290155269e-13,9737393.450199796
1.0665719660511785e-14,-2.877405882479121e-15,1.435795696556062e-13,1.4358712440739982e-13,9738518.450596321
-6.647772478549555e-15,5.11382525749857e-15,1.164828840452454e-13,1.1648312374090356e-13,9739643.338269629
-2.2369668671927504e-15,1.2856534230782425e-14,1.1590177210030153e-13,1.1588630647245995e-13,9740768.301704396
1.5564521127724228e-14,9.49752453732704e-16,1.2550139414844432e-13,1.2548218552490372e-13,9741893.318456344
-1.7812563493138132e-15,7.38246237597675e-15,1.3012965021755945e-13,1.3012041225548358e-13,9743018.192304038
1.8025970195568167e-15,1.1259497390563502e-14,1.290633894885641e-13,1.2906793979118783e-13,9744143.065296143
-4.135878896929314e-15,4.476413475674268e-16,1.2459939906731907e-13,1.2459592821491327e-13,9745268.137447724
5.08894083582819e-15,-4.5011211259146525e-15,1.0994008249925638e-13,1.0996264055066102e-13,9746392.99449028
-6.9573829077015075e-15,-1.3102128037200865e-14,1.061197220607689e-13,1.0613559652033076e-13,9747517.960494012
-1.369955233705824e-15,-9.445629971641089e-15,1.0447623702786349e-13,1.0447733436193619e-13,9748642.759023126
-1.2216487252520515e-14,-4.173161884817937e-15,1.7389224280656652e-13,1.7389261252730395e-13,9749767.767021867
2.4322633149990027e-14,-2.864639960499064e-15,1.3087714768302272e-13,1.308710332656877e-13,9750892.723936649
1.18174492213068e-14,4.9413672555255744e-15,1.1432575199078006e-13,1.1430938306249254e-13,9752017.57697783
8.840385068836473e-15,-3.0724339748672897e-15,1.1441363042901932e-13,1.1440800955320045e-13,9753142.562500859
7.190823341116155e-15,4.596733850190141e-15,1.2938476170867169e-13,1.2936181980623546e-13,9754267.548238276
-1.2108863139454422e-15,-8.672829010338266e-15,9.825287093186705e-14,9.82558172625605e-14,9755392.490698399
-3.195811371256955e-16,-5.1147585049604234e-15,1.1321079902072505e-13,1.1319009654747216e-13,9756518.117313696
-1.937347701275965e-14,-5.272267355094817e-15,1.0969005504185871e-13,1.0969124640079806e-13,9757643.479008922
1.540911919808192e-15,-1.2917294823226924e-14,1.258369104381113e-13,1.258271394533034e-13,9758768.499281507
7.88356350550296e-15,1.58373159395319e-14,1.5265567893988206e-13,1.5266685077736822e-13,9759893.378021594
-4.800686677798343e-15,1.439795129410933e-14,9.55178717028916e-14,9.551280773548839e-14,9761018.338296002
-1.7584112681833184e-14,-5.289126660193132e-15,1.5109593287257473e-13,1.5108905565502864e-13,9762143.258210992
-1.0072409357168718e-14,9.114520383911586e-15,1.0854314013943134e-13,1.0854358955144952e-13,9763268.211420208
6.046710965500931e-15,-6.883745444075923e-15,1.1720045982512573e-13,1.1720207958126953e-13,9764393.146825362
-6.067016066049065e-15,-7.624405827989094e-15,1.6007936702593644e-13,1.6008216298239397e-13,9765518.081754053
4.158013394695872e-15,-6.692090087781274e-15,1.1561988526084897e-13,1.1561910760139058e-13,9766643.186534937
-1.4193021870544337e-14,-5.730685745644298e-15,1.0801880998533213e-13,1.0802157511642965e-13,9767768.051335534
-6.164926131492465e-15,6.395410613626572e-15,9.175771204115665e-14,9.175531361280319e-14,9768893.072806366
-6.1351314111459346e-15,-5.262147994864595e-15,9.341385753196704e-14,9.341902443597344e-14,9770017.870710004
7.414432790274822e-15,-1.7799526913691193e-15,1.4300592077046458e-13,1.4302754263426189e-13,9771142.844656432
