beta_3,beta_4,sigma_3,sigma_4,time
-1.6937543366724947e-14,6.5692505931161164e-15,1.2176825819992723e-13,1.2177542688684512e-13,8040950.546687492
-7.304648492727621e-16,5.0075791434370206e-15,1.0176025823328594e-13,1.0176164942160074e-13,8042075.537917225
-6.918175013064588e-15,-8.18440478400777e-15,1.2344115904930767e-13,1.234382173196495e-13,8043200.500909448
-1.6631330142255932e-14,1.0739216788532391e-14,1.1640575513403673e-13,1.1640244149825038e-13,8044325.430365485
4.6535641830536836e-15,3.373608268722911e-14,1.115602468833184e-13,1.115507752007352e-13,8045450.384197866
-5.169481000815585e-15,8.924673757700069e-15,1.2998468603286528e-13,1.2998444752942016e-13,8046575.281678765
1.732032427955986e-14,-2.770586387027649e-15,1.16302905891704e-13,1.162992467939855e-13,8047700.248561082
-4.418490525065505e-15,2.469594672465184e-15,1.157694506775354e-13,1.1576817188613614e-13,8048825.197706101
-6.172907091749529e-15,-3.0794730932472826e-14,1.1177425840129623e-13,1.1178062642633717e-13,8049950.149203287
7.112466074340994e-16,-1.561174704804693e-14,1.0145485061729377e-13,1.0144881572322078e-13,8051075.0931987455
-1.8550141131066804e-15,-1.0432444374970851e-15,1.1356363047809588e-13,1.1355669986200164e-13,8052200.054582691
-8.797815551013177e-14,-1.0936966660252982e-13,6.627049675191348e-13,6.626607641943838e-13,8053325.839063517
1.460951525507722e-14,1.3291681658592834e-14,9.677504933328965e-14,9.677953181320384e-14,8054451.039565003
-4.4556131915251175e-15,2.0965558220279317e-16,1.0237753986095403e-13,1.0236736129155326e-13,8055576.057690369
1.6326666201072515e-14,1.676230577198385e-14,1.1238508931215362e-13,1.123756029343574e-13,8056700.900270126
6.231716844403992e-15,-4.3940260294548806e-15,1.176385512710345e-13,1.1764080008699422e-13,8057825.8501559645
2.2182321910270573e-14,-1.8623443709741235e-14,9.839169295939623e-14,9.83876815816141e-14,8058950.806806581
-3.7052078973554256e-15,-5.7494961460178175e-15,9.951757421129183e-14,9.951593035184849e-14,8060075.730408574
-6.512148977006787e-15,3.506552479514839e-15,1.0184202094935443e-13,1.018390591063988e-13,8061200.680149708
2.2686678263888713e-14,-6.979396235775607e-15,1.0029966509035197e-13,1.0030910279247245e-13,8062325.623437588
-8.251878069567497e-15,5.594084775345561e-15,1.0277513240789694e-13,1.0277335882581876e-13,8063450.551397001
9.574489640358102e-15,-9.201562042599021e-15,1.0242435054913694e-13,1.024206508991194e-13,8064575.483935236
-1.3353263321449637e-14,1.1809217323056586e-14,1.0633834336491535e-13,1.0633983987628979e-13,8065700.479482322
-4.304866636994414e-15,1.4136450972434854e-14,9.684175279804799e-14,9.684924130129567e-14,8066825.372443977
3.974322820493865e-15,7.534849666487494e-15,9.700124751664352e-14,9.700481074534814e-14,8067950.340434612
-6.731961224819977e-15,1.711794769720937e-14,1.0173296246920462e-13,1.0173347081811014e-13,8069075.255232185
8.285705666483e-15,3.019049544399419e-15,1.1633291146278103e-13,1.1632628227864548e-13,8070200.148172552
-4.0469542085404464e-15,-6.4373144049518744e-15,1.1369589666560912e-13,1.137004236755381e-13,8071325.139867545
1.7338517317235125e-14,-2.148620670983881e-14,1.007281579468331e-13,1.0072635840793411e-13,8072450.089005214
-1.6696929185206458e-14,-5.1011083929480565e-16,1.0588303420087117e-13,1.0587859995412825e-13,8073575.041877444
-1.0414484475187447e-14,-1.1518284264699245e-14,9.792630179901228e-14,9.79276662125432e-14,8074699.937982808
2.060375812777232e-15,1.2154291608404535e-15,1.3129230322509454e-13,1.3129303123175096e-13,8075824.912651073
-2.1049711373945077e-14,1.0360110677773825e-14,9.458802915850139e-14,9.459015285258291e-14,8076949.8469605455
1.5881449896655519e-15,-4.7654394253757e-16,1.1782096325481705e-13,1.1782099671656358e-13,8078074.775165176
7.961676660752481e-15,1.3174177222337387e-14,9.338658949488694e-14,9.339138478289295e-14,8079199.714879165
-2.6786283210521403e-16,6.318581654890485e-15,1.070703262640719e-13,1.0707571738434045e-13,8080324.677354207
-6.7258243803626844e-15,1.7190242085274159e-15,1.0487975629872047e-13,1.0487218025964897e-13,8081449.632287129
9.161593717570352e-15,5.872974086510971e-16,1.0098186450661381e-13,1.0098257733160491e-13,8082574.5665135905
2.4947982752434288e-14,-4.394651933215662e-15,1.2539281801751407e-13,1.2539232516972446e-13,8083699.463323777
3.1446209119335447e-15,-1.0309675589099933e-14,9.465885717880794e-14,9.46605910128432e-14,8084824.425660951
-3.349479430429349e-15,-1.1728135114556553e-14,9.451762658227083e-14,9.451783087783194e-14,8085949.367979384
1.3748543713674031e-14,-1.819170930599315e-15,1.3177828785804215e-13,1.317769317004251e-13,8087074.308844723
7.695972396357494e-15,-1.1304751059950822e-14,1.0389227576283065e-13,1.03895375700828e-13,8088199.253085028
1.7144852044998406e-14,-1.4015633506188524e-14,1.1376909697965378e-13,1.1376922660697697e-13,8089324.185491739
1.7258002366189245e-18,-8.356978118485174e-15,1.0455968205049013e-13,1.045553700146463e-13,8090449.126801395
1.4434203780667078e-15,-1.9769467234303416e-14,9.662682828712741e-14,9.662717471821228e-14,8091574.072341303
2.5868381892739853e-14,-2.041117609706416e-14,1.0521518432768065e-13,1.0521733049949193e-13,8092699.001801549
9.01042528205563e-15,-2.5610585966943247e-14,1.0267270290831853e-13,1.0267004171560845e-13,8093823.934225128
2.425905338117599e-15,2.1535276616432443e-14,1.1674056896161845e-13,1.167503619270564e-13,8094948.959326526
-9.120676152778484e-15,-1.0252875835156331e-14,1.1201065001604425e-13,1.1200916252109724e-13,8096073.821140379
1.0375664921807331e-14,1.759309950773702e-14,1.0307877224869532e-13,1.0308240926445374e-13,8097198.663154003
-1.1372648614455304e-14,6.7158164576995e-15,1.342462097218876e-13,1.342515934426044e-13,8098323.716636602
8.586838981336023e-15,6.8139656164696516e-15,9.34464794055569e-14,9.344488652894539e-14,8099448.634857463
7.985809318002399e-15,-2.3416987149534702e-15,1.0742753037252768e-13,1.0743091901229824e-13,8100573.599048218
1.880518591117192e-14,-1.4059556469357307e-14,1.0734156563316205e-13,1.0735462471922913e-13,8101698.528026975
-5.9223510520497504e-15,-1.5446145024695902e-14,9.91465710351766e-14,9.914452124556226e-14,8102823.499029303
-7.991260640955342e-15,-2.5380431033199763e-15,9.796878658049834e-14,9.79673027071523e-14,8103948.405250626
1.5343864673827314e-15,-6.223955304545067e-15,1.233748775627278e-13,1.233717308855021e-13,8105073.359127716
-9.034519748616028e-15,6.5371858843482494e-15,1.4551148260583505e-13,1.455201474253954e-13,8106198.322964453
-4.302234894893283e-15,7.002011847024654e-15,1.1201477451360015e-13,1.1202255424676911e-13,8107323.242315246
9.084654071262014e-16,1.3766191547689406e-14,9.886336849168364e-14,9.886667702915948e-14,8108448.166778167
-7.148625185721423e-16,1.2342841415889502e-14,1.2737500246532927e-13,1.273916688860507e-13,8109573.084370271
1.575706505623039e-14,-2.648788359590257e-16,1.0137206749171369e-13,1.013718090499827e-13,8110698.055140415
1.3773070506819596e-14,8.713668667446346e-16,9.561016459750732e-14,9.560701547981144e-14,8111823.00092722
2.4427683168745902e-14,5.2251549979306546e-15,1.3497395946957879e-13,1.3497324879312293e-13,8112947.928213268
9.698853871854068e-15,-6.063762818160416e-15,1.258454996991578e-13,1.2584909974602306e-13,8114072.959298347
1.2055346436332238e-14,9.301293789510453e-15,1.0946993709376021e-13,1.0945335235258418e-13,8115197.6593361385
-1.1514373881688864e-14,1.8868363856500604e-14,1.1279587764120665e-13,1.1279634632157079e-13,8116322.887210125
7.863810157763181e-15,5.572936250407316e-15,1.0216326847251331e-13,1.0215817360502122e-13,8117447.697046362
-8.84687213821713e-15,4.150624468065459e-15,1.164992736958895e-13,1.1650864095989922e-13,8118572.649396408
-4.155744464708279e-15,-7.305033420618319e-15,1.0090953493232977e-13,1.0091400028531087e-13,8119697.563997333
6.0698043050547116e-15,1.6290499839387929e-15,1.2655962861867057e-13,1.2655013818285673e-13,8120822.605763371
1.8482073116212262e-14,-6.855464611589346e-15,9.925477650621461e-14,9.926021848934674e-14,8121947.209247754
-4.637320838114511e-15,-6.305907104173967e-15,1.1573469574851886e-13,1.1573117792210063e-13,8123072.552518649
-8.684674029185201e-15,-7.740212892061355e-15,1.0860548432944382e-13,1.0860119434286555e-13,8124197.35124305
-6.494031662501865e-15,1.2132403730022642e-14,1.0796035315238415e-13,1.0797416683058276e-13,8125322.313284558
-1.3796476238837065e-14,4.888538275797633e-15,1.2371660602642908e-13,1.2371957027326464e-13,8126447.215510853
2.823283111288667e-14,6.600295088961123e-15,1.138551350854186e-13,1.138498294139614e-13,8127572.153218518
1.531589683884481e-14,-4.872102041045251e-15,1.2695030648659683e-13,1.2695481104367366e-13,8128697.103479372
-4.858876434675174e-15,-2.08454597610588e-14,1.2237697506574597e-13,1.2237432501041992e-13,8129822.070395822
-1.5871473849414644e-14,8.60447666525356e-14,1.2370592069445116e-13,1.2369538640862387e-13,8130947.992942157
8.535012274902601e-15,1.6401360253548345e-14,1.365808917416591e-13,1.3658277367059602e-13,8132073.050577213
-8.843932730131911e-16,-1.8935728506918895e-14,1.1690820907431246e-13,1.1690354977092448e-13,8133198.0112647945
-1.421958913502265e-14,-6.451119263624733e-15,1.2155877827264817e-13,1.215521316832798e-13,8134322.9678328885
-1.1870741343606975e-14,-4.102733778284341e-15,9.280002210397548e-14,9.280026235541879e-14,8135447.867270813
-1.0728721936056145e-14,-3.819279067490047e-15,1.0205697112590958e-13,1.0205941133436065e-13,8136572.7945446875
-1.4937406497835928e-14,3.0662885483710705e-16,1.1057319895998265e-13,1.1057100308369673e-13,8137697.747942048
-6.250198041466493e-15,8.294284384581217e-15,1.1139879768834376e-13,1.1140011817610893e-13,8138822.6947799
5.609275358189803e-16,-1.0809324289423343e-14,1.0145344873295977e-13,1.0144688975061262e-13,8139947.686675565
-1.4404313611166086e-14,-3.740928790841877e-15,1.0253812561413889e-13,1.0253147888543805e-13,8141072.525525879
5.511972914825172e-15,-8.89833901922566e-15,1.0176660462529095e-13,1.0177248956492738e-13,8142197.493689551
-6.239448957393071e-15,-1.6432118404582792e-14,9.431671845176742e-14,9.43180132596397e-14,8143322.458237602
4.054500036227639e-15,1.321705183082034e-15,1.0614486140860024e-13,1.0614192212354117e-13,8144447.380587244
-6.371997518947832e-15,1.31994132520531e-15,1.0267261622104653e-13,1.0266966035541973e-13,8145572.365536507
1.6445370370946792e-15,2.5178332165647363e-15,1.109962797990077e-13,1.109843538003614e-13,8146697.295053768
-3.3840735770471113e-15,7.906674418731837e-15,1.0266466878404454e-13,1.0266766593783175e-13,8147822.228912967
-6.7105436309437385e-15,2.8849259494594505e-15,1.040498000139753e-13,1.0404153299413565e-13,8148947.068834847
-6.4113598842780204e-15,-1.705838664723229e-14,1.1719765597206482e-13,1.1720206222801868e-13,8150072.138795066
-4.357508131308271e-16,2.9559586498866406e-15,1.0368330084572534e-13,1.0368139669045704e-13,8151197.010915049
6.3660638322010285e-15,4.3560673096183216e-16,1.2112582040760454e-13,1.2112888488623424e-13,8152321.975963302
1.0927560650412498e-14,-1.2317805894943183e-14,1.2376789789907003e-13,1.2377242934078697e-13,8153446.936094714
-5.877841824940096e-15,-5.74129348510536e-15,1.1812464231718872e-13,1.1813398795745857e-13,8154571.812547292
-1.8820041105866674e-15,-3.3480899231312796e-15,1.1676518220489466e-13,1.167634327611566e-13,8155696.812343762
-9.57106215179037e-15,6.204494725166942e-15,1.0944936667282207e-13,1.0945611083391667e-13,8156821.702112642
1.198130663052647e-14,-6.689023004771758e-15,9.920218542591191e-14,9.919898998683899e-14,8157946.674817306
1.9172025838565583e-14,1.1049940487942722e-14,9.708472402375127e-14,9.708065110433245e-14,8159071.643824107
1.4303948871119454e-14,3.893966311731045e-15,1.0431659847840315e-13,1.0431096911184507e-13,8160196.585571929
7.262338551848247e-15,-3.20834484201908e-15,1.020971501585374e-13,1.0208748848933254e-13,8161321.4702813085
4.928436690062591e-15,-1.1314872167335586e-14,1.0022956399424476e-13,1.0022228642962849e-13,8162446.512227475
-4.152971753253366e-15,-5.277894398374888e-15,9.98073149569713e-14,9.982709563262858e-14,8163571.27269396
8.369829116733105e-15,-4.351169032910241e-15,1.1110982919086972e-13,1.1112534081155989e-13,8164696.369209807
2.1020540012214166e-15,1.050468406644211e-14,1.2983108627823226e-13,1.2982541179863878e-13,8165821.190128881
8.907715607892228e-15,-1.1699075049998863e-14,1.3606839887975406e-13,1.3606752330024078e-13,8166946.195556547
-5.612650335334008e-15,-2.9840320247328855e-15,1.417049272643123e-13,1.417009361091801e-13,8168071.113178752
-1.2535428067802332e-14,8.757909052483061e-15,1.2226826880308966e-13,1.2226889301316863e-13,8169196.080082313
1.4383955882756872e-15,6.869247760132863e-15,1.251428959733224e-13,1.2514336956226699e-13,8170321.013957674
5.744721115322741e-15,2.1646056039034485e-15,1.0448612048285801e-13,1.044801134164195e-13,8171445.929378482
1.9136268005144437e-14,-1.6378691259471224e-14,1.0426215896875891e-13,1.0425898660107124e-13,8172570.906662826
3.645338917113645e-15,7.48302652040269e-15,1.1518827878620153e-13,1.151887587808669e-13,8173695.844533809
-1.7851096322515822e-14,-1.635185300953982e-14,1.2312394519806455e-13,1.2313266359128142e-13,8174820.842548688
-6.0721123823168225e-15,6.280209133960165e-16,1.1932993978470218e-13,1.193256557849799e-13,8175945.719034921
6.464566972597342e-15,1.5683026879186647e-14,1.2501333745059292e-13,1.2501420906649942e-13,8177070.602607626
8.129796392881506e-15,-1.0849814596575673e-14,1.1907665661825524e-13,1.190650904792968e-13,8178195.599516131
-1.110303633108306e-15,1.4663317794599726e-14,1.1471095025405183e-13,1.147113205718939e-13,8179320.5629119575
1.2212045010568808e-14,-7.962262786157998e-15,9.798914656331545e-14,9.798627235702397e-14,8180445.528002301
-2.618169710035054e-14,-1.3180113391813662e-15,1.382597957287689e-13,1.3825989331574785e-13,8181570.476445989
-3.075004162329813e-15,1.6564036675750378e-14,1.1391515705691556e-13,1.139097919257486e-13,8182695.342312864
5.458644194489735e-15,-1.0270449477997641e-15,9.222211075654121e-14,9.221781020065262e-14,8183820.367787278
-5.204075231052641e-15,-2.075777690607282e-14,8.735821808652604e-14,8.735563771069185e-14,8184945.225672147
3.3232920317012835e-15,-5.77965975249067e-16,1.2089103752093912e-13,1.2089468656822065e-13,8186070.221754079
-1.6603439518183133e-14,3.4066891726576715e-15,1.1456081769685775e-13,1.1455812347544216e-13,8187195.145497887
-1.0943562622930897e-14,1.6278911973177977e-15,1.0198346022979158e-13,1.019864883008459e-13,8188320.078184331
9.399441570465214e-15,9.211786731713947e-15,1.1901372011078725e-13,1.1901126828626867e-13,8189445.033123866
-9.064892435879607e-16,-1.3252798854211078e-14,1.1304636761230375e-13,1.1305462342708262e-13,8190569.943634628
-2.8434156844964435e-14,-1.8045594586005097e-14,1.0467782551919492e-13,1.0468326091379644e-13,8191694.883859663
3.7302573038333604e-15,-8.956867170399517e-15,1.0420594480528285e-13,1.0420654288960065e-13,8192819.689351897
1.9785638055684552e-14,-4.039193069964742e-15,9.798886419542243e-14,9.799194351401016e-14,8193944.743431548
1.0858754484792088e-14,1.880999230085611e-15,1.1184703181933881e-13,1.1185279228112786e-13,8195069.7190670725
1.2176015987612728e-14,-5.631830530389033e-15,1.0428176025081806e-13,1.0428076489324581e-13,8196194.66514706
2.6499770635781416e-15,-1.0787986138830635e-14,1.008983021809046e-13,1.0089543042038901e-13,8197319.601323712
1.2553715229528068e-14,-5.458201669924238e-15,1.191705294371473e-13,1.1916954477803442e-13,8198444.516757938
-1.6440338340867333e-14,-3.605891938368078e-15,1.1550067823449225e-13,1.1549973123960323e-13,8199569.480960431
-5.375906878016769e-15,6.509191706415234e-15,1.1979664753330906e-13,1.1980212517159383e-13,8200694.422919084
-5.925354162503633e-15,5.5187124758348e-15,1.3361229465117065e-13,1.3362097945041918e-13,8201819.053204874
1.5369251016995072e-14,-1.995528220387202e-14,1.0132471508580797e-13,1.0132028865011118e-13,8202944.183679798
-4.372969149901697e-15,2.821019575060299e-15,1.195411393835813e-13,1.1952675322432e-13,8204069.459181093
3.2682132178933356e-16,3.7572413104413734e-16,1.110588925149976e-13,1.1105543046114435e-13,8205194.244651279
-9.289589316441261e-15,8.117887743870834e-15,1.660697193699681e-13,1.660526282325168e-13,8206319.135603919
9.205904425058378e-14,-1.1813903673209342e-14,2.0796016696296254e-13,2.0794608058010833e-13,8207443.473621722
4.566219033595622e-15,-1.5018130026383337e-14,1.123015509337057e-13,1.1229605945131902e-13,8208568.996856967
-1.2404789039484816e-14,3.166237619917448e-15,1.3355526255170533e-13,1.3354995589853275e-13,8209693.954763287
2.997498833912297e-14,1.4274317729490812e-14,1.2502852153315939e-13,1.25026935943879e-13,8210818.880620264
1.2286742748985421e-14,-1.439205371939218e-14,1.182882347008663e-13,1.182877752180892e-13,8211943.779208233
-4.9050111966257455e-15,-3.1019089083198503e-15,1.2219602132074514e-13,1.221965025446759e-13,8213068.745212952
6.877642419017341e-15,1.799186986530764e-15,1.0564679401469992e-13,1.0563145926558666e-13,8214193.714383556
1.747177588860024e-15,1.6024229471977316e-14,1.2212033146205922e-13,1.221183289910012e-13,8215318.763793562
-4.614718221982633e-15,1.8710643191904824e-14,1.0734579171716466e-13,1.0734868960280017e-13,8216443.602272468
2.0220980360968224e-14,-1.752231579859827e-14,1.1077771590289365e-13,1.1077365812338224e-13,8217568.521320717
1.2023827759420497e-14,-7.545576448567228e-15,1.0933202964117684e-13,1.0932119640707182e-13,8218693.49334968
-1.2612362065714385e-14,-1.2284771335924243e-14,1.222106809079245e-13,1.2220871188138028e-13,8219818.396686641
-4.748261424323314e-15,6.958454338906205e-15,1.0729643972770641e-13,1.0729282475249073e-13,8220943.2746903
1.0024009180724104e-14,1.3572233782230145e-14,1.0408503055179722e-13,1.040928129547414e-13,8222068.029707828
-9.701913275918631e-15,3.960360925676348e-15,1.4914785768293537e-13,1.4912094747168585e-13,8223193.41709682
1.0639163131686885e-14,1.1765671427723308e-14,1.3409705433813927e-13,1.340980891360207e-13,8224318.154957279
-1.808457796092496e-14,1.7126864463174166e-14,1.2056434084087591e-13,1.2055899274853832e-13,8225443.138886911
-2.5745699143896145e-15,7.18317067708014e-15,1.1453097639375642e-13,1.1453048558058285e-13,8226568.038243735
-8.994205761723514e-15,2.9481465996232785e-15,1.144154047561199e-13,1.144189942263604e-13,8227692.95925431
5.436041386066305e-15,-8.700571706453232e-15,1.3805671565216965e-13,1.3804608137526014e-13,8228817.878489583
-6.2016447573772476e-15,-1.5024103908566245e-14,1.2007746760096763e-13,1.2009189010747935e-13,8229942.8942397935
-2.1705679590070297e-15,-1.3806431003750629e-14,1.3658549730195157e-13,1.365900465732854e-13,8231067.799258962
7.653900518373857e-15,-8.347373541931964e-15,1.422975864980164e-13,1.4231302408288117e-13,8232192.759970263
1.3138595718731734e-14,7.59019764663422e-15,1.0325125475778905e-13,1.0325051862592909e-13,8233317.755932587
5.247203000063016e-15,-1.7876937085643963e-14,1.3207235161741076e-13,1.3207010345708943e-13,8234442.648247358
-5.135854235350106e-15,-1.3052184695449247e-15,1.4088675465575355e-13,1.4089533402002665e-13,8235567.528563318
8.882492313971022e-16,1.9915685925058702e-14,1.0580571989060185e-13,1.0580303301360719e-13,8236692.520461388
6.834999462713663e-15,1.1084140145714694e-14,1.191646782969371e-13,1.1917363022931568e-13,8237817.488043807
7.44339004448345e-15,-1.5097866989876654e-14,1.719097833578053e-13,1.7191259230647669e-13,8238942.384761396
-1.6141638281936808e-15,2.678502713440006e-15,9.749625309383116e-14,9.749884508134917e-14,8240067.251706417
3.940982902806947e-15,-3.810994253919951e-15,1.1316165233488973e-13,1.1316001437912642e-13,8241192.29594529
-4.240342223923246e-15,-9.833456530222956e-15,1.1384258920311442e-13,1.1384372116040175e-13,8242317.402938794
1.1521663184427319e-14,1.4342813096305563e-14,9.891452039629187e-14,9.89126145682683e-14,8243442.138660424
-6.573430599644948e-15,1.0055011647011477e-14,1.0092072166124253e-13,1.0091721118373292e-13,8244567.110764869
1.027759720209284e-15,5.707434219841946e-15,1.0145929599518577e-13,1.0145639488106399e-13,8245692.033265058
-6.524671146712886e-15,9.434748397933275e-15,1.036934745524459e-13,1.0369360482118021e-13,8246816.9677210385
-1.3562215686180176e-14,2.579966056865398e-15,1.0156692623034564e-13,1.0156379082106806e-13,8247941.905076439
1.118241589887692e-14,-5.346494818770231e-15,1.1518981586729281e-13,1.1519191975254175e-13,8249066.821982598
-9.531113829684804e-15,-1.3883194670265053e-14,1.0519763589934105e-13,1.0519581805841856e-13,8250191.796263725
-3.773600035957357e-15,-1.9813460468262278e-14,1.1932287356414884e-13,1.1932012922223265e-13,8251316.738819191
2.0737322267068024e-14,-3.584864504611271e-15,9.918837633032086e-14,9.918537323426965e-14,8252441.681054531
-1.6981102177609494e-14,7.872041648988884e-15,1.0712679960648506e-13,1.0712641911340335e-13,8253566.614362748
-2.1113057231806357e-14,-6.714652518012759e-15,1.2468871193322572e-13,1.246913029693518e-13,8254691.569079497
7.761509734056829e-15,1.0475226307608213e-14,9.974393194173284e-14,9.975005338973613e-14,8255816.496566785
5.29421327504384e-15,9.517904761510036e-15,9.609147841702967e-14,9.608805315521125e-14,8256941.455745626
7.734122443544363e-15,1.4320192263344747e-14,1.0912495807554225e-13,1.0912696831586564e-13,8258066.376000011
2.222481403833786e-14,-3.9679699098014994e-15,1.142978165759234e-13,1.1429114335921885e-13,8259191.325936755
4.9426390263085936e-15,-7.5869807491323e-15,9.664748101816207e-14,9.664052164993021e-14,8260316.273846495
6.357345290734399e-15,1.2865258019676919e-14,1.449577972614314e-13,1.4495858097282117e-13,8261441.203694687
9.045149778448852e-15,-9.590361440028168e-15,1.0257613284869472e-13,1.0257525888732142e-13,8262566.143586071
1.3088257585447506e-14,-1.0319698542670702e-15,1.1156838268683343e-13,1.1156510110130364e-13,8263691.082807685
1.3855938723831923e-14,1.7890857840108516e-14,1.0346853345954931e-13,1.0348137144996577e-13,8264815.934882538
7.650245153128142e-15,-1.727623155444991e-15,1.0389645957063709e-13,1.0389966539774504e-13,8265940.975948138
-4.8061901363686035e-15,4.041329849068851e-16,1.052830235563691e-13,1.0528205131258848e-13,8267065.940528462
5.489641986264883e-15,6.343064549695372e-16,1.2077189746643198e-13,1.2076207872902327e-13,8268190.826392242
-2.0232564673595716e-14,5.376153105148056e-15,1.2700257062598755e-13,1.2699583218766888e-13,8269315.777606752
-1.7628593136941675e-14,-3.239534489528979e-15,1.179512888125362e-13,1.1795289042801638e-13,8270440.721522029
-7.957844092375879e-15,2.5870364330863092e-15,1.141404934216789e-13,1.141409172077423e-13,8271565.652235379
-1.3800952767622726e-14,9.239408050170127e-15,1.2946355527770346e-13,1.2946719990782172e-13,8272690.616639008
-6.34854331325487e-15,-5.176061019761821e-15,1.1037924845510706e-13,1.1038005667121001e-13,8273815.531613198
