Index,day,para,std
0,3.380057299063769,5.856851270252571e-15,1.5060431355641294e-13
1,10.057358433234278,1.7304302884269083e-14,8.363396747601368e-14
2,16.89434730263173,4.834663170234528e-15,9.567858744881206e-14
3,23.560860009709977,-3.352643276209921e-15,7.46894770128846e-14
4,30.227178704418336,-1.902229556181573e-14,1.1204622384725771e-13
5,36.893580879814856,-7.961509399374113e-15,4.1059755805312515e-14
6,43.56022767642659,8.677286640145542e-15,1.198307313066718e-13
7,50.227110293557786,-2.3158675744938406e-14,9.412627776561934e-14
8,56.89374453279594,-4.1627200029938075e-15,1.3689470429264187e-13
9,63.56003931465608,-9.692785023247084e-15,3.342875552043254e-14
