Index,C_c_0,C_c_2ws,C_c_ws,C_s_2ws,C_s_ws,S_c_0,S_c_2ws,S_c_ws,S_s_2ws,S_s_ws
0,-3.554725415121417e-15,-2.2406945641241117e-15,-3.757405025843594e-15,3.650559742712425e-15,-1.4372315334806707e-14,-1.0159428646978571e-14,-2.622715455997054e-15,1.0806409874414222e-14,-9.974749033972472e-15,2.9839241577172943e-15
1,-3.782328698258936e-15,-9.751043641301768e-15,2.6801882971274377e-15,-7.082652813279765e-15,-2.8780964024556848e-15,-1.0553225839094107e-14,4.65475635153649e-15,-4.399113107692565e-15,-5.699033490246765e-15,-8.605810503819004e-15
2,-3.809020080123509e-15,-6.5321437551649325e-15,1.0295556437570504e-14,-1.1502992747375798e-14,5.8855807149269116e-15,-1.0570481978124224e-14,3.974354329733618e-15,-1.7595472225654106e-15,-9.167009087121608e-15,7.732869154937414e-15
3,-3.787652509708632e-15,1.1980276041482845e-14,-1.4281925274428907e-14,9.822484585228764e-15,1.1226280214432954e-14,-1.0582262753229324e-14,-1.0057249588053494e-14,8.269564096685464e-15,8.829794235601357e-15,-1.1149588544356642e-14
4,-3.791532776248774e-15,-1.7091761567058121e-15,7.550712746021966e-15,1.8512804201357467e-14,-3.094346906900865e-15,-1.0590010990239118e-14,-1.3965065602269515e-14,3.4244909912354232e-15,-7.943660479237701e-15,5.011478305446436e-15
5,-3.797525157125049e-15,-1.044807737788524e-14,2.9085994292293575e-15,-1.0436227560247871e-14,-4.890390518976753e-16,-1.058037951923773e-14,-4.519048217670395e-15,4.149980869402618e-15,-1.9525303770338555e-15,2.2594376759380577e-15
6,-3.794351869877022e-15,-3.3423366440817095e-15,-1.052587055166522e-15,8.109402791975047e-15,-9.190498529956717e-17,-1.0577527849769534e-14,-1.361137543317901e-14,3.6539611696801616e-15,-6.894906501707151e-15,-2.339320424784236e-15
7,-3.7926037980267814e-15,2.3402623484537362e-15,-1.0212193337232032e-16,1.6506436296071168e-14,1.577976678144196e-14,-1.0579030715943359e-14,-1.3416707676695e-14,-9.223850053024643e-15,-1.721071467868221e-16,-5.323517160077148e-15
8,-3.796862117071286e-15,2.5504472270171523e-14,4.679313634229583e-15,6.168913068185211e-15,-4.871640179953352e-15,-1.058020160140299e-14,2.8835025398608737e-15,-2.978590443316988e-15,1.5775112577381458e-14,-1.694449046345573e-15
9,-3.792933223251633e-15,1.8625988659712737e-15,-5.022386362118515e-15,1.3917605850438079e-14,-8.77962546492123e-15,-1.0582977810518328e-14,-8.43827028916051e-15,1.5750500814473143e-14,-8.194148036144275e-15,-5.319374313191298e-15
10,-3.793896160759032e-15,2.4490130674143452e-17,-4.756213188108575e-15,1.5344336224451993e-15,-8.872841216873207e-17,-1.057941246848857e-14,-2.1675707707778304e-15,-9.411144781902734e-15,-3.494810544189908e-15,-6.8248758458155226e-15
11,-3.794419347066216e-15,-4.102171361598996e-15,7.333170173494914e-16,3.535542481686341e-15,-1.57445848635737e-14,-1.058007159943339e-14,-4.333613684767587e-15,1.1081079474489829e-14,-7.013674366204433e-15,5.7863963413480846e-15
12,-3.79289135702829e-15,4.189975575890285e-15,-6.2683700783344485e-15,-9.365180590488742e-15,-1.5823037091527143e-14,-1.0582839924034893e-14,8.490606364796774e-15,1.9662829403348232e-14,-2.0530333174408977e-15,-3.7023784811486493e-16
13,-3.798840931358359e-15,2.0738864424824036e-16,1.3150179554933972e-14,1.975284401313764e-14,1.500561167598551e-15,-1.0585854702132879e-14,-2.448249018505192e-14,5.741749728003841e-15,-6.308251805525826e-16,1.2767616035700999e-14
14,-3.790778589801234e-15,1.3703296532437505e-15,-1.1042862027839143e-14,-4.93341875213393e-15,-1.2693892449741982e-16,-1.05805699182245e-14,1.7228166218757855e-15,-1.849047681602647e-17,4.718543031121215e-15,-8.833473923268809e-15
15,-3.7952692918335226e-15,-2.7521285812447975e-15,5.9389118629335976e-15,-4.901993305414049e-15,2.551861626613742e-15,-1.0580667647345394e-14,4.148213859001488e-15,-3.6353955752333094e-15,9.916426115903239e-16,1.297867798297645e-14
16,-3.795990795713878e-15,-2.390793837832778e-15,1.5703588008697027e-14,2.451334547720061e-15,-1.5911124506752837e-14,-1.0580224599863363e-14,8.541582172583508e-16,4.862048039921958e-15,2.8021560055617878e-15,7.477683025786306e-15
17,-3.796399871807031e-15,2.482383682049943e-15,1.683806924015196e-15,3.367401778732306e-15,-1.2889055963525133e-14,-1.0582481814715233e-14,-2.746238502690185e-15,9.829767589982678e-15,5.625852171605511e-15,1.917242902412241e-15
18,-3.792261552582993e-15,-6.1502326713091345e-15,-4.220858820897797e-15,1.3120441420117814e-15,2.41993482984713e-15,-1.0577583410665949e-14,-3.3757581838949646e-15,-1.0864660961655316e-14,-2.1792393390212504e-15,-1.1565872199815094e-14
19,-3.79820580927785e-15,-1.449034654637057e-14,1.3746410031922898e-14,-6.428581454531088e-15,2.7618879987768617e-15,-1.0582492568787571e-14,5.328123015962077e-15,1.0744207247557443e-15,-6.585726507753768e-15,5.383424171446142e-15
20,-3.797521737965194e-15,7.822503585722224e-15,1.3514535928882084e-14,1.5671256111436869e-15,-1.3237181584551617e-15,-1.0586501495810094e-14,8.369546880631809e-16,6.36341297928641e-15,1.0315406584843608e-14,6.742237373597471e-15
21,-3.794410913049393e-15,-4.179457390937906e-15,2.3428411969263426e-14,8.969186943455141e-15,-1.2736388157759617e-14,-1.0584715865814481e-14,-3.589784193853019e-15,3.2407488620874512e-15,-8.064949743735538e-15,1.3960549903256621e-14
22,-3.794684917663516e-15,4.749116400551272e-15,2.415508112461486e-15,1.8215511333408938e-15,4.626757830849918e-15,-1.0580850465035622e-14,1.0163957055239858e-15,-8.279106300401876e-15,3.531042819570009e-15,1.3602574654870792e-15
23,-3.792217224886511e-15,5.85204525391708e-15,4.109393437554938e-15,1.708283569934268e-15,-9.530337991328709e-15,-1.0582478411674961e-14,1.0154336112155478e-15,7.102635108355557e-15,5.883687798574601e-15,5.4303680702899335e-15
24,-3.7911722180166365e-15,4.893885774070508e-15,-2.7688273486232444e-14,6.547651743965154e-16,-7.673236082859507e-16,-1.0576997587424082e-14,-3.335723715548443e-16,8.178882148796715e-15,5.33382136698442e-16,-2.2590761675028523e-14
25,-3.794211864297243e-15,-5.047792868961575e-15,-7.244810469398195e-15,3.5188243188226005e-15,2.329729354773998e-16,-1.0578613644225441e-14,-2.4244803027710714e-15,-1.8412144690543902e-15,-5.2770007469359414e-17,-9.597434192104439e-15
26,-3.791249136947447e-15,4.316687803229718e-15,7.35428038202277e-15,2.6192818466801754e-15,-7.909007755880035e-15,-1.0580415776029594e-14,-6.198845870730536e-15,1.317388121039394e-14,-1.5448976873702532e-16,6.279855540055024e-15
27,-3.7950874612225454e-15,-1.556196732956322e-15,-5.014613248694718e-15,-3.4132171368309083e-15,1.4645694455352194e-15,-1.0582184415088297e-14,-3.761409249833777e-15,-6.138943166727466e-15,-1.1017228163923434e-15,-8.985699955764364e-15
28,-3.7945825373532705e-15,5.738751924641351e-15,-1.3544540220841623e-16,1.974074082374658e-15,-5.140122919677129e-15,-1.0580636491014945e-14,-1.0046227052098296e-15,4.588192633221665e-15,5.2059658795709405e-15,8.701325592764788e-16
29,-3.793962721966519e-15,9.27746563005784e-16,-6.102936750931597e-15,-1.2992739798874638e-15,-1.3654080543880987e-15,-1.0580564980914755e-14,3.2048036176019694e-16,1.6225536575731894e-15,-8.140785223657385e-16,3.391308589870248e-15
30,-3.792221386693347e-15,-1.0204733851305896e-15,-1.2528186163618874e-14,1.9835430347811883e-15,8.109081726099281e-15,-1.0580303745252912e-14,-4.17973572163285e-15,-1.1976789631850722e-14,-1.7083637508876765e-15,-9.409576154307853e-15
31,-3.793854832400595e-15,-7.14720646310638e-16,-3.8154144829042484e-15,2.001086321148386e-15,4.115215648738814e-16,-1.0580615967443004e-14,2.5578494426177218e-15,-4.239125104010323e-15,-1.3681399216914813e-15,-3.457982712250037e-15
32,-3.79387923382775e-15,2.7292105963123253e-15,-1.325836458434703e-15,1.985938835995214e-15,1.0854305497628056e-15,-1.0580933800446306e-14,-1.449204519936063e-15,-7.747173703225876e-15,1.068988297626369e-15,-6.7246862207433215e-15
33,-3.793104872679519e-15,3.03106688428929e-15,-4.827245774868542e-15,-6.679044060640373e-16,3.650467830331455e-15,-1.0582000966391686e-14,2.5586761517485456e-16,1.1374117421686559e-15,3.525760954813037e-15,-8.056296902647853e-15
34,-3.791760370974628e-15,-6.56302432958617e-16,-1.2616947856324274e-14,1.0499571006871959e-16,-1.070140656401122e-15,-1.0581113759573004e-14,1.748255800976314e-15,2.507434861074949e-16,-2.2756855655814786e-15,-8.773775911366495e-15
35,-3.79277916136493e-15,2.911617346476717e-15,-3.924333558179133e-15,2.2102893079773354e-15,4.894404146354951e-16,-1.0580719674279418e-14,-2.1826492923111954e-15,1.0666277730466543e-16,4.183042855526181e-15,-5.6907161527597575e-15
36,-3.7945310976229305e-15,-3.3849473390126416e-15,9.241376736862022e-15,3.1223028302100825e-15,-6.593781284865722e-15,-1.05834860002761e-14,-5.489411761583065e-15,3.1448978343537015e-15,-4.428486506854315e-15,1.120411641515247e-14
37,-3.796220448859973e-15,3.001738254920337e-15,8.466434414277716e-15,-3.375303758759905e-15,1.1284003099196828e-14,-1.0580462838445446e-14,2.826036614508906e-15,-1.0005644726030329e-14,5.0865839533746026e-15,3.2314188618063335e-15
38,-3.793842041495143e-15,-1.7306462386973172e-15,2.3808248835251202e-15,-4.78610651990873e-16,-1.743525847860723e-15,-1.0580755939183304e-14,1.5698595810856469e-15,-9.31666130303857e-16,2.074808899589567e-15,-1.3292238010186778e-15
39,-3.793931571706894e-15,2.9879475186340625e-15,-8.202308031665932e-16,-2.3346567984031997e-15,-9.594597171914728e-16,-1.0580981431424127e-14,2.817408360153742e-15,2.5462963572182704e-15,7.396883557663095e-16,-3.907091331776358e-15
40,-3.7945319206199644e-15,3.4203835522364656e-15,5.742831302119417e-15,-2.700256432329402e-15,4.7885343503661085e-15,-1.0580970294041479e-14,3.110268758533297e-15,-2.4112977053187373e-15,5.759788955886224e-15,3.8254579631235105e-15
41,-3.7945986028024694e-15,1.0730511827390013e-15,1.4628981921724666e-15,-1.6900583292389105e-15,5.4683503616411886e-15,-1.05806578176153e-14,3.4467593510787915e-15,-9.608513391536612e-15,3.753347483296754e-15,2.15182386932279e-15
42,-3.7940443334571644e-15,-1.630729379102915e-15,2.4471845499896044e-15,4.012935450556349e-15,-2.517821304762443e-15,-1.0581210093627095e-14,-4.630518174347332e-15,4.942264442478288e-15,6.083040712718136e-16,-5.407122848979456e-16
43,-3.793716527181414e-15,1.4121593935193213e-16,1.8693222416024332e-16,3.643423549203058e-15,-3.5087382207923968e-15,-1.0581188833745458e-14,-1.9459494383359004e-15,1.3341465204461492e-15,-1.9687120396632684e-15,2.1234549724395245e-15
44,-3.7939711895881746e-15,-7.672478138564016e-16,9.255947540245426e-15,7.486979554996573e-16,9.492045680020165e-15,-1.058087342259415e-14,1.1869043229698953e-15,-8.244986815248159e-15,-1.0200789419075554e-15,9.17711350094367e-15
45,-3.794290523510336e-15,9.835404099522776e-16,4.404469868335215e-15,1.2479893986655681e-15,3.4273441553962648e-15,-1.058044356629463e-14,1.4921687470789999e-15,-5.692146665445006e-15,4.465028727499423e-17,7.070296089845922e-15
46,-3.794016956633881e-15,-8.868770761886393e-16,2.2566081379366875e-15,-2.6186209800892217e-16,-3.6481052511810495e-15,-1.0581430457268833e-14,1.4340392432134565e-15,6.0479009311787295e-15,-3.3890455230382317e-16,-6.915041383120185e-16
47,-3.7940302423231904e-15,2.5937464280768284e-15,-4.3575973160189205e-15,-3.6962552918558875e-15,3.2601653173870414e-15,-1.0580222992499192e-14,2.2572687533093547e-16,-3.3899826333610265e-15,6.998589403071411e-16,-5.326682726038359e-15
48,-3.793508399415681e-15,-1.896253885209285e-15,8.597372718892362e-16,-8.121730184267893e-16,-6.452168505544174e-15,-1.0580764628951759e-14,7.641167341949095e-16,3.2603635762644085e-15,-7.494296511860498e-16,-1.0394261696410731e-15
49,-3.7939141832556536e-15,-1.3823470940139761e-15,-4.45972256248403e-16,3.6812907087490605e-16,-2.2242651010518386e-15,-1.0581160134463542e-14,-2.3101410138916602e-15,4.824039162091615e-16,-1.2843201784981166e-15,3.490705645128745e-15
50,-3.794037188593708e-15,2.328875080733796e-15,-3.8862084301209316e-15,4.548442830699448e-16,-8.72538110295027e-15,-1.0580780067580665e-14,-4.040253844035692e-15,8.134206092355424e-15,1.6445182700831663e-15,-3.1607399186615367e-15
51,-3.7940846534368085e-15,8.316313823458191e-16,-1.5443783048887603e-15,-1.05674723788802e-15,3.390415540386923e-15,-1.0580997742416022e-14,-3.0265806705000403e-16,1.2424360356879836e-15,-1.418073576122335e-15,-5.653527090400348e-16
52,-3.79401651324489e-15,8.829600822140034e-16,-1.695448630643046e-15,7.902031414282547e-16,-1.008104109900149e-15,-1.0581176887386736e-14,7.994095924522566e-16,-1.0577205519314569e-16,1.7887304881591076e-15,3.5279687306541537e-15
53,-3.793988618918185e-15,-2.5316948115483504e-15,5.246000831164126e-15,6.848164852726809e-16,5.916326057911758e-16,-1.0580904601149164e-14,1.733724496062333e-15,3.1470752284141055e-15,-2.2323469199432725e-17,5.130641223455804e-15
54,-3.79436451745045e-15,-3.711045166304955e-15,-4.789887675620094e-15,7.070456116343391e-16,1.1905985193468142e-15,-1.05811566434541e-14,-7.852619387422607e-16,-1.147231519539023e-15,-2.0515843785769814e-15,-4.786468636971571e-15
55,-3.79396828563338e-15,-1.405262262669725e-15,4.422162890781328e-15,2.028523284103738e-15,2.0235723183584126e-15,-1.0580912163816573e-14,-6.778901121236957e-17,-5.478445783064378e-15,8.970389610647507e-16,1.5002525397240021e-16
