Index,c_T_M,c_T_Q,c_T_X,c_T_X_1,c_T_X_2,c_T_Y,c_T_Y_1,c_T_Y_2,c_T_Z,c_T_Z_1,c_T_Z_2,c_T_u
21,7.547625158403292e-16,2.1820535345786264e-16,1.2776863602267755e-16,2.470410719005108e-16,1.4928561502993319e-16,1.1869949079256032e-16,1.308776070320914e-16,2.81787535642203e-16,1.4267676249126802e-16,1.8975007917670119e-16,2.1642118504161713e-16,7.133763306302265e-17
22,7.551773774936986e-16,2.1838682007060218e-16,1.2781114930415646e-16,2.472535159090313e-16,1.4930657753589446e-16,1.1878206548325526e-16,1.3098274474791667e-16,2.8184304974782928e-16,1.4275340182333433e-16,1.898988097910762e-16,2.1646804873217313e-16,7.13768444013958e-17
23,7.551271270257592e-16,2.1836478820625762e-16,1.2780717723485354e-16,2.472203135804502e-16,1.4930755764771425e-16,1.1877420102053176e-16,1.3097390314403326e-16,2.8182607630626033e-16,1.4274329196864043e-16,1.8987653301814448e-16,2.1646579662636299e-16,7.137209489493798e-17
24,7.546900264803053e-16,2.182095179737722e-16,1.2774449022209877e-16,2.4705194563386116e-16,1.4924470720179946e-16,1.1869419857800362e-16,1.3087684436854657e-16,2.817243605441154e-16,1.4266265069019645e-16,1.897516381325115e-16,2.1636963133709132e-16,7.133078161073425e-17
25,7.55151162247256e-16,2.1837787561345467e-16,1.278060555757251e-16,2.4725300036533113e-16,1.4929857102182915e-16,1.1877477754227743e-16,1.309722910353185e-16,2.818498427690268e-16,1.4274991317453762e-16,1.898985238176697e-16,2.1645630874734116e-16,7.13743666238272e-17
26,7.550888083623626e-16,2.1836545285635797e-16,1.277944742559749e-16,2.472295665777989e-16,1.4928526859348186e-16,1.18769443090522e-16,1.3096980198953622e-16,2.8180337520679416e-16,1.4273675583786568e-16,1.898807211155013e-16,2.1643680163092486e-16,7.136847314280869e-17
27,7.551683229588644e-16,2.1838963911992718e-16,1.2780608519013152e-16,2.4726315985926206e-16,1.4929638168194731e-16,1.1878043901718255e-16,1.3098101980991105e-16,2.818385071654438e-16,1.427519557565674e-16,1.8990261856171876e-16,2.1645736596516821e-16,7.137598859699375e-17
28,7.551802576561032e-16,2.183843798700871e-16,1.2781204338264994e-16,2.4725663038168484e-16,1.4930731704490306e-16,1.1877976004669544e-16,1.3097816889484353e-16,2.8185784253474957e-16,1.427546220364522e-16,1.8990014105264272e-16,2.164703314552359e-16,7.137711662473026e-17
29,7.552010837246631e-16,2.1838956659339218e-16,1.2781687627599957e-16,2.472573138500312e-16,1.4931487102314647e-16,1.1878431166223952e-16,1.3098402787713002e-16,2.818602735417422e-16,1.427581940958101e-16,1.8990278841768725e-16,2.1647886523386154e-16,7.137908503519831e-17
30,7.550476210664869e-16,2.1834490409823036e-16,1.2778826663967714e-16,2.472184314964989e-16,1.4927782461770847e-16,1.187564779033003e-16,1.3095105283770888e-16,2.8181697557587207e-16,1.427292671541302e-16,1.8986437502242928e-16,2.1643490198196464e-16,7.136458025711503e-17
31,7.552030635343597e-16,2.1839494247953634e-16,1.278138381091202e-16,2.472717971179273e-16,1.4930683877136855e-16,1.1878369719424427e-16,1.3098280465394876e-16,2.8186425265921277e-16,1.427593303237612e-16,1.8991135761734113e-16,2.1647013469056558e-16,7.137927216020082e-17
32,7.551878069374654e-16,2.18396121112581e-16,1.2780921555279743e-16,2.472700145978835e-16,1.492998626377306e-16,1.1878393848646288e-16,1.3098516325065565e-16,2.81843976048248e-16,1.4275571785218075e-16,1.899086614442982e-16,2.164615330996438e-16,7.137783015759974e-17
33,7.551819612017268e-16,2.1838846177291017e-16,1.278100864449086e-16,2.472625624234755e-16,1.4930289139184129e-16,1.1878066629437472e-16,1.3097992253971513e-16,2.818524762189161e-16,1.4275429378845166e-16,1.8990036908440834e-16,2.1646884917339635e-16,7.137727763817495e-17
34,7.55125807415022e-16,2.1836098448539098e-16,1.2780833236224766e-16,2.472187164467186e-16,1.4930975116587942e-16,1.187722019053523e-16,1.3097018734654045e-16,2.818363918083124e-16,1.4274391369568524e-16,1.8987767291761277e-16,2.1646627587021384e-16,7.13719701697369e-17
35,7.551955060163268e-16,2.1839261379224297e-16,1.2781510677072017e-16,2.472570264838741e-16,1.4931211336865273e-16,1.1878612315032585e-16,1.3098783429390823e-16,2.8184654986141047e-16,1.4275732482680205e-16,1.8990637997074408e-16,2.1647051447571658e-16,7.137855784882871e-17
36,7.55101859332192e-16,2.1836354797154465e-16,1.2779857524762944e-16,2.4723095828583415e-16,1.4929149964197896e-16,1.1876867531605497e-16,1.3096677995677922e-16,2.81823226718992e-16,1.4273984628677488e-16,1.8988225006290947e-16,2.1644531221742473e-16,7.136970667690355e-17
37,7.550811188543942e-16,2.1834690752923792e-16,1.2779948798643456e-16,2.47210921429417e-16,1.492973674508669e-16,1.1876232894923265e-16,1.3095743285079343e-16,2.8183157665106477e-16,1.427357535760564e-16,1.8986690171716437e-16,2.1645377779437393e-16,7.136774635618857e-17
38,7.552175628490707e-16,2.1839669771099139e-16,1.2781547425889124e-16,2.4727765200391124e-16,1.4930815796708157e-16,1.187838005449229e-16,1.3098180852704205e-16,2.8187556075396916e-16,1.4276092491261554e-16,1.899070275562972e-16,2.1648210784112294e-16,7.138064258701827e-17
39,7.552100274419369e-16,2.1839572633724063e-16,1.278139379005007e-16,2.4727544793497354e-16,1.4930619414571652e-16,1.1878333704276635e-16,1.3098181189414457e-16,2.8186933363454755e-16,1.4275944485141926e-16,1.899058997963651e-16,2.164786176032975e-16,7.137993036549453e-17
40,7.551706467291016e-16,2.1838158318907653e-16,1.2781071277693553e-16,2.472527663222865e-16,1.493060466997609e-16,1.187784863837374e-16,1.3097686147547475e-16,2.8185385311032914e-16,1.4275296794778334e-16,1.8989854171789412e-16,2.164669329858798e-16,7.137620823199818e-17
41,7.551730831669303e-16,2.183909097706283e-16,1.278066119293056e-16,2.472668033381018e-16,1.492964193050682e-16,1.1878051743212548e-16,1.30980613159778e-16,2.818436061706069e-16,1.4275313624837816e-16,1.8990515946987825e-16,2.1645771877936223e-16,7.137643851596718e-17
42,7.551979702283939e-16,2.1839209963834874e-16,1.2781436277763598e-16,2.472618578193992e-16,1.493098634644368e-16,1.1878436109611215e-16,1.3098465939153012e-16,2.818546416235117e-16,1.4275733286456496e-16,1.8990359915056462e-16,2.1647466131801255e-16,7.1378790757926e-17
43,7.552090499714643e-16,2.1839340589096693e-16,1.2781712230765508e-16,2.472634395275898e-16,1.493139142944017e-16,1.1878549478803214e-16,1.30985388573383e-16,2.818625223765138e-16,1.4275962451721345e-16,1.8990574309000832e-16,2.164794761931245e-16,7.137983797824895e-17
44,7.550985325698282e-16,2.1835709284684155e-16,1.277989291966418e-16,2.472280111160946e-16,1.4929271284722554e-16,1.187649804224589e-16,1.3096059824506833e-16,2.8183546017617334e-16,1.4273891161061694e-16,1.8987507909350624e-16,2.1645267536576254e-16,7.136939224243202e-17
45,7.551862922059626e-16,2.1839147889313853e-16,1.2781110995531815e-16,2.47261728749907e-16,1.4930470649840384e-16,1.1878322613667864e-16,1.309839834231718e-16,2.818462141285125e-16,1.4275508150377788e-16,1.8990283555544906e-16,2.1646794248486757e-16,7.137768699023534e-17
46,7.552054171713945e-16,2.183949402765691e-16,1.2781463522339087e-16,2.472681928838881e-16,1.493089029359866e-16,1.1878479642297275e-16,1.309847116026951e-16,2.818599373829336e-16,1.427587904241482e-16,1.8990632372239658e-16,2.164757078310622e-16,7.137949461811523e-17
47,7.551885535334246e-16,2.1838756059357065e-16,1.2781362289796747e-16,2.4725886076338825e-16,1.493093439134469e-16,1.1878177697330953e-16,1.3098080294623092e-16,2.8185854298452495e-16,1.4275640231829191e-16,1.8990399128263422e-16,2.1647083593240642e-16,7.137790072335713e-17
48,7.551994331068733e-16,2.183883720059494e-16,1.2781691688453384e-16,2.4725568680656694e-16,1.4931529407847193e-16,1.187838988302531e-16,1.309834570554013e-16,2.8186044572393334e-16,1.4275783868789226e-16,1.8990152904477016e-16,2.1647949151730957e-16,7.137892902431575e-17
49,7.552178832629514e-16,2.1839783392139078e-16,1.278158626401676e-16,2.472747711104981e-16,1.4930941128352902e-16,1.1878542155729272e-16,1.30984698055449e-16,2.818684246930015e-16,1.4276065379862845e-16,1.8990632163662353e-16,2.1648220817884741e-16,7.13806728714685e-17
50,7.551533869206721e-16,2.1837630979686342e-16,1.278062156261385e-16,2.4725155327683747e-16,1.492991447559211e-16,1.1877408454897049e-16,1.3097117847209256e-16,2.8185167053124337e-16,1.4274898501594013e-16,1.8989027832934228e-16,2.1646528540578345e-16,7.137457689253095e-17
51,7.552151898948235e-16,2.183957938288159e-16,1.2781653460826455e-16,2.4727342319055794e-16,1.493107792071515e-16,1.187844863523744e-16,1.3098296491088413e-16,2.8187320022051196e-16,1.427612768777026e-16,1.899103315834642e-16,2.1647844106598812e-16,7.138041830330544e-17
52,7.552180498783794e-16,2.183982886607691e-16,1.2781530295049648e-16,2.4727892882972686e-16,1.4930760382015265e-16,1.1878455196141286e-16,1.3098304110738194e-16,2.818733175427839e-16,1.4276128475026002e-16,1.8990977960640365e-16,2.1647928608282117e-16,7.138068861940247e-17
53,7.551983249138844e-16,2.1839122016387502e-16,1.2781433829290013e-16,2.472627901323252e-16,1.493096191497463e-16,1.1878350052092606e-16,1.3098311064326207e-16,2.8185857583662645e-16,1.4275738190468516e-16,1.899027430972292e-16,2.1647610034281457e-16,7.137882428161438e-17
54,7.551988165215234e-16,2.1839028809729992e-16,1.2781534221024488e-16,2.4726031027630454e-16,1.4931176558972833e-16,1.1878370681014338e-16,1.3098330662253444e-16,2.8185937918036595e-16,1.4275767006183082e-16,1.8990293015126758e-16,2.164768280278628e-16,7.137887074672707e-17
55,7.552028611514123e-16,2.1839242326826453e-16,1.2781530822043778e-16,2.472636672392247e-16,1.493109722198693e-16,1.1878433887686773e-16,1.3098408944547327e-16,2.8186002365965053e-16,1.4275829432792654e-16,1.8990406961640802e-16,2.16477316890794e-16,7.137925303164032e-17
56,7.551853268583802e-16,2.1838792214150928e-16,1.2781297085296042e-16,2.472552755586639e-16,1.493090939052905e-16,1.1878279939683623e-16,1.3098313502149171e-16,2.8184896590625664e-16,1.427550658921439e-16,1.899005947707956e-16,2.164712070271533e-16,7.137759574880487e-17
57,7.552190433426429e-16,2.1839721780122254e-16,1.278172117552778e-16,2.4727304865927115e-16,1.4931194110177252e-16,1.1878573313211608e-16,1.3098487093275554e-16,2.8187086504381933e-16,1.427615671692297e-16,1.8990933034643146e-16,2.1648093625209511e-16,7.138078251832779e-17
58,7.552241448909091e-16,2.1839941400588034e-16,1.2781739784992965e-16,2.4727736920520166e-16,1.4931128653993946e-16,1.1878621169564404e-16,1.3098521714140228e-16,2.8187380938096757e-16,1.4276260247722783e-16,1.8991160316348033e-16,2.1648117962317002e-16,7.13812646996373e-17
59,7.55216640308051e-16,2.1839763462284382e-16,1.2781645304286252e-16,2.4727229369387107e-16,1.4931089785798337e-16,1.1878604776187732e-16,1.3098577121147031e-16,2.8186609770941106e-16,1.4276084656251092e-16,1.8990833296517495e-16,2.1647990099487214e-16,7.138055539152118e-17
60,7.55206018205768e-16,2.1839372123433944e-16,1.2781402838472852e-16,2.472717456139979e-16,1.4930715342149248e-16,1.187828968363263e-16,1.309813674513618e-16,2.818678807342502e-16,1.427587994241165e-16,1.8990473012008337e-16,2.1647809970032312e-16,7.137955142587753e-17
61,7.552013958155319e-16,2.1839152444788467e-16,1.2781480748085163e-16,2.472647097504485e-16,1.4930994442928134e-16,1.1878332955919204e-16,1.3098245959524832e-16,2.8186277907932305e-16,1.4275808652080688e-16,1.899036414554004e-16,2.164772265216401e-16,7.137911453298524e-17
62,7.552085650061238e-16,2.183939118633111e-16,1.2781613214360712e-16,2.472668470536662e-16,1.4931158551566734e-16,1.1878475612847978e-16,1.3098419086102775e-16,2.8186458790446143e-16,1.4275957471731005e-16,1.899063957922452e-16,2.1647833573000416e-16,7.137979214094413e-17
63,7.552081845798344e-16,2.1839225826176104e-16,1.2781541533520819e-16,2.4727060465821424e-16,1.4930961551986801e-16,1.1878247463782057e-16,1.3098021708697496e-16,2.8187370376983946e-16,1.4275961332062345e-16,1.899055221649962e-16,2.16479764404216e-16,7.13797561843214e-17
64,7.552193200650989e-16,2.1839715846357491e-16,1.2781728240210638e-16,2.4727244058239104e-16,1.493121875996903e-16,1.1878586306762416e-16,1.309851222953849e-16,2.8187009630919057e-16,1.4276140381652202e-16,1.8990817703158822e-16,2.1648207501501818e-16,7.138080867321042e-17
65,7.55223336465818e-16,2.183990442541338e-16,1.2781743142975625e-16,2.4727470992687833e-16,1.4931192553049057e-16,1.1878663943594199e-16,1.3098618220968312e-16,2.8186990758362857e-16,1.4276188841151944e-16,1.899084145948192e-16,2.1648341283427835e-16,7.138118828999679e-17
66,7.552156318313246e-16,2.1839781310324946e-16,1.278163075824749e-16,2.472720331625058e-16,1.4931072334015863e-16,1.187862066900913e-16,1.3098612318689022e-16,2.8186471387207686e-16,1.4276079229246303e-16,1.8990918514599105e-16,2.1647844951927556e-16,7.138046007366801e-17
67,7.55220167044207e-16,2.1839786790175655e-16,1.2781892634299834e-16,2.47267546070481e-16,1.4931588595950518e-16,1.187879813474927e-16,1.3098856540986957e-16,2.81864089396041e-16,1.4276198490765958e-16,1.899109457214408e-16,2.1648000011748724e-16,7.13808887268479e-17
68,7.552131220170147e-16,2.1839551995946256e-16,1.27816468422739e-16,2.472691326002307e-16,1.4931161835549821e-16,1.187853756375163e-16,1.3098490890411205e-16,2.8186571007907667e-16,1.4276016448374524e-16,1.8990640794131792e-16,2.1648037415059658e-16,7.1380222854399e-17
69,7.552147392960799e-16,2.1839693196718325e-16,1.27816319666653e-16,2.4727109138710804e-16,1.4931094995103053e-16,1.1878583204445614e-16,1.3098556513723726e-16,2.818652689840653e-16,1.4276052673119202e-16,1.8990792438594766e-16,2.1647939100851622e-16,7.138037571421661e-17
70,7.552161968705693e-16,2.183975018751014e-16,1.278161899493425e-16,2.472738199872173e-16,1.4931014243315878e-16,1.1878550524560067e-16,1.309848032767712e-16,2.8186849434945216e-16,1.4276104682838264e-16,1.8990966924137354e-16,2.1647861998598048e-16,7.138051347929092e-17
71,7.552132736399439e-16,2.1839392614519455e-16,1.2781522444130935e-16,2.4727526622358214e-16,1.493082849555682e-16,1.1878241009680338e-16,1.3097974817549164e-16,2.8187751485296373e-16,1.427601723257175e-16,1.899049158932886e-16,2.1648261169391958e-16,7.138023718529205e-17
72,7.552173308353884e-16,2.1839579398996037e-16,1.278166305493941e-16,2.4727296724143726e-16,1.493110325289252e-16,1.187846245664575e-16,1.309832065803163e-16,2.8187263863227484e-16,1.4276085365738546e-16,1.8990610266570504e-16,2.1648322944076867e-16,7.138062065785964e-17
73,7.552180577096016e-16,2.1839726444725008e-16,1.2781695153413525e-16,2.472735123274281e-16,1.4931142420023772e-16,1.1878558901395196e-16,1.3098468171916783e-16,2.8187082495464413e-16,1.4276156571035267e-16,1.8991031634946994e-16,2.1647947070246712e-16,7.138068935958345e-17
74,7.552178799624476e-16,2.1839677252870726e-16,1.278172386619632e-16,2.4727213081577914e-16,1.493121860747751e-16,1.187856616792825e-16,1.3098482346058984e-16,2.8187038339277757e-16,1.4276145537349917e-16,1.8990949656065794e-16,2.1648030024707293e-16,7.138067255951591e-17
75,7.55215730253271e-16,2.1839621004235638e-16,1.2781752569740417e-16,2.472667645371933e-16,1.4931382520317781e-16,1.187867028402726e-16,1.3098699091946507e-16,2.81862696436485e-16,1.427604347335342e-16,1.899058696649949e-16,2.164821138325413e-16,7.138046937618179e-17
76,7.552203166978908e-16,2.1839733042942567e-16,1.278174465900824e-16,2.4727263681818465e-16,1.4931240612737553e-16,1.1878597050146464e-16,1.309852245897166e-16,2.8187051240649936e-16,1.427615274667862e-16,1.8990799749318042e-16,2.1648277211348378e-16,7.138090287161444e-17
77,7.552182237650409e-16,2.18396672638496e-16,1.27817032483842e-16,2.4727320411148164e-16,1.4931162110007788e-16,1.1878527089288476e-16,1.3098413509405786e-16,2.8187202163058517e-16,1.427614432005887e-16,1.8990901601335452e-16,2.164809695977881e-16,7.138070505458917e-17
78,7.5522296152470615e-16,2.183990785238517e-16,1.2781792319745562e-16,2.472736914302149e-16,1.493129336955519e-16,1.187870344415799e-16,1.3098676272594258e-16,2.818694005776938e-16,1.4276229330386833e-16,1.8991087551808864e-16,2.1648117939401907e-16,7.138115285181471e-17
79,7.55217084227112e-16,2.1839845657356907e-16,1.2781570737662914e-16,2.4727567182960933e-16,1.493089654903893e-16,1.1878559310191382e-16,1.309849677205033e-16,2.818680295482544e-16,1.4276099252818274e-16,1.899093650641956e-16,2.1647888119532518e-16,7.138059734926871e-17
80,7.552144865943769e-16,2.1839555594390402e-16,1.2781690488151668e-16,2.4726940082622326e-16,1.4931225506566085e-16,1.1878543078753023e-16,1.309848102394708e-16,2.818674301134548e-16,1.4276057660720773e-16,1.8990722677523922e-16,2.1648059824813326e-16,7.138035182969535e-17
81,7.55218987335179e-16,2.1839735996404876e-16,1.278173019626921e-16,2.4727184765369045e-16,1.4931234932730946e-16,1.1878616020275646e-16,1.309856778652432e-16,2.818685301889324e-16,1.4276134024815615e-16,1.8990835030617005e-16,2.1648159669658602e-16,7.138077722468928e-17
82,7.552224422940854e-16,2.1839831857586812e-16,1.2781680964264755e-16,2.472775439261539e-16,1.4931031043282436e-16,1.1878526607806041e-16,1.309838104033692e-16,2.8187519307142336e-16,1.4276201529006175e-16,1.8990929606562878e-16,2.1648254954082983e-16,7.138110377587001e-17
83,7.552184451514207e-16,2.1839647813589915e-16,1.278169831590373e-16,2.4727359147413773e-16,1.493114571880274e-16,1.1878502444015906e-16,1.3098369672935644e-16,2.8187309710312745e-16,1.4276142625626056e-16,1.899085465315341e-16,2.164816059322015e-16,7.138072597929064e-17
84,7.552086473278442e-16,2.1839545207013425e-16,1.2781424446908596e-16,2.472737837652356e-16,1.4930704918032963e-16,1.1878363872429518e-16,1.309823639894088e-16,2.818678627347689e-16,1.4275953383415552e-16,1.8990744793868442e-16,2.1647663473316238e-16,7.137979992171829e-17
85,7.552150337138494e-16,2.1839637553595693e-16,1.2781564245612227e-16,2.4727478026041255e-16,1.4930905828080878e-16,1.1878434664686723e-16,1.309829438068609e-16,2.8187154376157974e-16,1.4276065473477149e-16,1.899078096998186e-16,2.1648000720746052e-16,7.138040354160122e-17
86,7.552238529474416e-16,2.1839916329739311e-16,1.2781826939796418e-16,2.472728852783285e-16,1.4931366307022666e-16,1.1878737785447744e-16,1.3098729139725253e-16,2.818687208889456e-16,1.4276234042330878e-16,1.8991032874566879e-16,2.1648215357150454e-16,7.138123710611546e-17
87,7.552208253794046e-16,2.1839807194039217e-16,1.2781775006325721e-16,2.4727177364598805e-16,1.4931307994491721e-16,1.1878677945907218e-16,1.3098657114399527e-16,2.8186790282446003e-16,1.427616840684794e-16,1.8990895063168666e-16,2.164819063039615e-16,7.138095095049279e-17
88,7.552166379796727e-16,2.1839759619914063e-16,1.2781691067515377e-16,2.472704298667031e-16,1.4931203773055237e-16,1.187866000735746e-16,1.3098671227031722e-16,2.818640999074346e-16,1.4276085334315171e-16,1.899083369259841e-16,2.164799187706772e-16,7.138055517145065e-17
89,7.552124832706206e-16,2.1839603252926234e-16,1.2781638937362907e-16,2.4727008053668935e-16,1.4931128363073342e-16,1.1878547509570666e-16,1.3098502156266102e-16,2.8186591633109685e-16,1.4276056986603187e-16,1.8990954099333823e-16,2.1647714692000727e-16,7.138016248222241e-17
90,7.552211643339828e-16,2.1839804598228158e-16,1.2781659202519191e-16,2.4727756782705827e-16,1.4930995827551171e-16,1.1878501975937665e-16,1.3098347077721488e-16,2.8187528636743567e-16,1.4276192886743575e-16,1.8990985109370754e-16,2.1648142607351265e-16,7.138098298734785e-17
91,7.552149746625934e-16,2.1839598282414484e-16,1.2781571507991347e-16,2.4727374870226247e-16,1.493094011481544e-16,1.1878435117085912e-16,1.3098301919469244e-16,2.818708529196133e-16,1.4276036650117894e-16,1.8990605316734002e-16,2.1648160408658104e-16,7.138039796027364e-17
92,7.552164541462734e-16,2.1839698552792848e-16,1.2781597476063434e-16,2.472748453131834e-16,1.4930957367554473e-16,1.1878483274486333e-16,1.3098364106178106e-16,2.81871090428639e-16,1.4276095186423084e-16,1.8990848666877513e-16,2.1648004049009974e-16,7.138053779613152e-17
93,7.552222163328583e-16,2.1839868983838757e-16,1.2781711659680584e-16,2.4727670616206454e-16,1.493109841731693e-16,1.1878580984026555e-16,1.3098469971735767e-16,2.818735962278561e-16,1.4276226041013725e-16,1.8991108906322286e-16,2.1648074840279489e-16,7.138108241876923e-17
94,7.552171234378494e-16,2.1839792413723445e-16,1.278167337714968e-16,2.4727207633573414e-16,1.4931139322182743e-16,1.1878636957932377e-16,1.309862335873508e-16,2.818657901016851e-16,1.4276110822356312e-16,1.8990945543367597e-16,2.1647915074027528e-16,7.13806010553367e-17
95,7.552218588755032e-16,2.1839863386422828e-16,1.2781695822860473e-16,2.4727616473454273e-16,1.4931085091996498e-16,1.1878587322609754e-16,1.3098491929716431e-16,2.818722549653036e-16,1.4276193603337862e-16,1.8990972869591805e-16,2.1648163235805685e-16,7.138104863309347e-17
96,7.552221690767077e-16,2.1839843525494239e-16,1.2781717832680888e-16,2.472763316922529e-16,1.4931116501660034e-16,1.187857408558028e-16,1.3098459268544855e-16,2.818737410946139e-16,1.4276218870517803e-16,1.899105472490874e-16,2.1648130091520867e-16,7.138107795227565e-17
