beta_3,beta_4,sigma_3,sigma_4,time
-4.3341228689343465e-15,1.120178553577653e-15,7.512703282764293e-14,7.513404905466352e-14,9198815.85516076
3.666316109554383e-15,-5.7180538295376865e-15,7.525888989913975e-14,7.526322844674838e-14,9201628.19433218
-1.1687858700783e-14,7.814244680242073e-15,7.430923004455555e-14,7.431047502639959e-14,9204440.456219444
-5.313177002908657e-15,-1.5622430998723694e-16,7.963557382901804e-14,7.963598295306121e-14,9207252.82293407
-1.0942670141970869e-14,-5.705358929512093e-16,8.35651503012822e-14,8.356019094024982e-14,9210065.151679298
-4.713179938151495e-15,-4.665039013004739e-15,2.595309893566109e-13,2.595240493324604e-13,9212877.487485522
-2.7788369637317505e-15,1.6733508203147483e-15,7.91214329398331e-14,7.912461856518938e-14,9215689.878204612
-8.632001891183457e-15,-5.197334438939273e-15,8.001067573666188e-14,8.001907680139452e-14,9218502.28820242
-2.8818919487790307e-15,-3.801672110971101e-15,7.44180739901804e-14,7.441921315793901e-14,9221314.56937496
5.082856923634401e-15,-2.540295365375811e-15,7.346085736155636e-14,7.345367510710193e-14,9224126.919234747
5.486740046164762e-15,-2.685785028650378e-16,7.27031782327871e-14,7.269693033154031e-14,9226939.352238588
2.484403488122732e-15,-3.3696363478798858e-15,6.552380879339205e-14,6.552934323487027e-14,9229751.721047807
2.372202552473713e-15,-8.91285026908141e-15,7.933989304193367e-14,7.934219237040079e-14,9232563.8270118
-3.0552557702994475e-15,-1.9778396734221767e-15,7.557593985163786e-14,7.557129873571168e-14,9235376.386943312
2.254311620555402e-15,1.2549861777154354e-15,8.566929507529468e-14,8.567421022257077e-14,9238188.550943097
-3.865235007099439e-15,-7.861847352294843e-15,6.17842559065852e-14,6.178392963155682e-14,9241001.094151856
2.4899792480842162e-15,-1.806052976304586e-14,7.644366631095208e-14,7.64364317446847e-14,9243813.427448899
-3.675544787713293e-15,3.182945765502239e-15,8.887147659401158e-14,8.886844057658123e-14,9246625.773406107
-7.0520125467639075e-15,2.1033416059239057e-15,8.198974001521e-14,8.199418190737552e-14,9249438.099860063
-1.720503778470272e-14,-1.617030939227868e-14,1.1159817881726195e-13,1.1161122646704824e-13,9252250.608887311
1.1232446931360886e-15,-6.426646846678171e-15,7.114948990067798e-14,7.11520722770464e-14,9255062.781814212
6.99151037075407e-15,7.638179536589952e-15,6.982699034037265e-14,6.982704087960878e-14,9257875.147357685
3.2907957967087395e-15,2.919496881226196e-15,6.69304520771191e-14,6.693357138652664e-14,9260687.64379141
8.879959140204479e-16,-4.466885551851864e-16,6.299963871042929e-14,6.29934423586735e-14,9263499.979534041
-7.788840413762832e-15,-6.253225602042783e-15,6.970658851576992e-14,6.970727491874909e-14,9266312.226849496
4.882420354015416e-15,-2.538238213031356e-15,1.1963789235233697e-13,1.1962375356105989e-13,9269124.512090318
7.106420892809796e-15,1.2999104490447472e-14,1.1960416028808935e-13,1.1960789563557444e-13,9271936.954317575
1.5890739306103043e-15,-1.0612287781861783e-14,7.444569201190128e-14,7.445112652824252e-14,9274749.310871879
2.6096673472101675e-15,2.2795188393953435e-15,7.616505688555151e-14,7.616383452899911e-14,9277561.54418447
-4.671373485913591e-15,-8.238224485022762e-16,6.943465563450276e-14,6.94323839788868e-14,9280374.119830182
-3.853015731342997e-15,-6.419869397437188e-15,6.528501309184254e-14,6.528830136136852e-14,9283186.397280721
2.4401403724135643e-15,-3.0686267057142774e-15,7.985717574327975e-14,7.985825737897737e-14,9285998.818965586
-1.2016522941508738e-15,2.670171865747037e-15,7.416538443850754e-14,7.417423027285627e-14,9288811.080208357
1.587972160983547e-15,2.4212687430673395e-15,6.11626419586755e-14,6.115873051339628e-14,9291623.264356669
