Index,day,para,std
0,1.1580395399388423,3.114111325643578e-15,7.279420102454373e-14
1,3.380062347885591,-4.511426951501353e-14,1.1229003653306165e-13
2,5.6020689328294635,3.0368850798243004e-14,6.178270105669947e-14
3,7.823990769098155,2.4163297845467545e-14,1.3144186246844113e-13
4,10.045959061482911,1.2760519437554268e-14,4.7177207286918467e-14
5,12.30212212551065,6.424546803971184e-15,7.36501170833293e-14
6,14.672175849401794,-2.2937399305092797e-14,9.300517935820002e-14
7,16.894353324853324,2.2954052222391554e-14,7.580548343908232e-14
8,19.116507350376548,1.3059042280892223e-14,2.990495131438541e-14
9,21.338746619826793,-2.3740338114586664e-14,9.348477984215984e-14
10,23.56090115127267,-3.171979748489276e-14,7.989450362790933e-14
11,25.782924721915183,4.21794872723036e-14,5.074836858699761e-14
12,28.004956297986006,-7.288330215594012e-15,7.159412641889244e-14
13,30.227264006270826,-2.6786853667916646e-14,8.571405744420248e-14
14,32.44930611950014,-3.284929234289015e-14,3.6182759513656604e-14
15,34.671369890415185,-2.2730806876566557e-14,5.668382199808592e-14
16,36.89351895801844,7.2645121004972e-15,3.545667430030102e-14
17,39.115841947815724,-6.002182875435693e-15,4.700549269228944e-14
18,41.337999542376465,1.9388528330154066e-14,1.0082799604707993e-13
19,43.560207301362645,1.577297654196024e-15,9.116070779620349e-14
20,45.78246218900144,7.149502873339648e-15,3.697362100001756e-14
21,48.004805250199546,-5.51205957878262e-15,7.966430362189247e-14
22,50.227072011326435,-3.640854922519705e-14,1.1213917527782218e-13
23,52.44943746870854,-2.997119838482744e-14,2.8239584521475375e-14
24,54.67161191099578,-1.5926827837747302e-14,5.952715026445067e-14
25,56.89378803074938,-1.0062597904060055e-14,9.710349190539694e-14
26,59.11581535435933,-5.80203151910291e-15,6.881772780258321e-14
27,61.33788776715451,-2.6279353044633147e-14,2.9282879039214586e-14
28,63.560044033969774,-4.921545573064534e-15,5.456620465204947e-14
29,65.78216784053036,-1.4189186945709094e-15,5.351699488149639e-14
