Index,C_c_0,C_c_2ws,C_c_ws,C_s_2ws,C_s_ws,S_c_0,S_c_2ws,S_c_ws,S_s_2ws,S_s_ws
0,-3.0917508340335196e-14,7.180616383885227e-15,5.299690359990937e-15,2.577969231822441e-15,-2.6446389879053298e-14,1.4192194580201448e-14,5.754425498940714e-15,2.5064207058069398e-14,-2.5703992639267626e-14,7.519368116964065e-15
1,-2.995011848898914e-14,-2.386705971421805e-14,-7.617124854098748e-15,1.3013345257819639e-14,1.733659186963549e-14,1.7454969073468496e-14,-5.997615450513119e-15,-1.4042340314179025e-14,1.6926900916914713e-15,2.549289791310228e-14
2,-3.0337831218228776e-14,2.84811826589413e-14,2.2549391312639146e-15,3.150454387032534e-14,2.888672111677163e-14,1.7013332122367742e-14,2.345587683911388e-15,-3.8233650684576407e-14,1.9884499126418268e-14,4.1477897526050936e-15
3,-3.016896309900605e-14,-8.918564566172293e-15,3.941721459079864e-14,-8.609403456152611e-16,-1.133639243213137e-14,1.7239966429189934e-14,-5.914177113567344e-15,-1.5027203978420006e-15,-1.8445135108900766e-14,3.22845402834686e-14
4,-3.022014608941838e-14,-3.9661727518850374e-14,8.291761946684676e-15,-8.88844034442345e-15,-1.5039082955710593e-14,1.7207778317739613e-14,9.093587967142997e-15,3.994041223762908e-15,-8.615724902090428e-15,-1.2335344451920805e-14
5,-3.023673936923638e-14,-7.34736192718267e-15,3.257087252726402e-16,1.537648628145081e-15,7.145703597016738e-15,1.720005826751545e-14,6.248010678764882e-16,-2.4170618107172704e-14,1.6993092529810445e-14,1.8647935845707883e-14
6,-3.020523661138668e-14,-1.972276134126039e-14,-1.6526665877429453e-14,-1.8086701213278933e-14,2.9493248059725723e-15,1.7153137758049937e-14,2.1981126240491672e-14,-1.2902852350438834e-14,-2.4864884468897264e-14,-6.993125204535487e-15
7,-3.0230003186954475e-14,-4.1320103933972285e-15,1.621673411171171e-14,4.423063530747033e-15,6.553597584280463e-15,1.7169959786058772e-14,-1.2233309050045158e-14,6.349066544605626e-15,4.244575320347955e-15,1.875112531754549e-15
8,-3.0213172458873574e-14,3.4726724866939897e-15,-5.889446639986119e-15,2.2626344994985065e-14,9.760657902384596e-15,1.7158437551982116e-14,-6.343634150998869e-15,-7.602123166530765e-15,1.0028244651512603e-14,4.498844534718362e-15
9,-3.025591808433843e-14,-3.751971834185868e-15,2.788088874482923e-14,-4.869159453159069e-15,2.4644592615441784e-14,1.7157015150758852e-14,4.747727033839354e-15,-4.023197057999309e-15,-9.183517941879096e-15,9.645378272563974e-15
10,-3.021132446551901e-14,3.3190511176957743e-14,3.0619303021534305e-14,-1.2462838025666651e-14,1.287470232158427e-14,1.7140977187745817e-14,2.467512714790027e-15,-8.095666249990383e-15,2.3068362236584445e-14,2.3253460857938038e-14
11,-3.021963936688507e-14,5.130856542531566e-15,1.634214355323516e-14,-1.5431774581505913e-14,-1.469406988908908e-14,1.714100386115123e-14,2.0129656505407926e-14,2.1948772133816843e-14,7.005111628405598e-15,1.2162689458053718e-14
