Index,c_T_M,c_T_Q,c_T_X,c_T_X_1,c_T_X_2,c_T_Y,c_T_Y_1,c_T_Y_2,c_T_Z,c_T_Z_1,c_T_Z_2,c_T_u
0,-1.382211120886896e-14,1.0744122327119446e-14,-1.9500075646173515e-15,7.357830800145651e-15,-3.6938325772499045e-15,-3.885411074530332e-17,-7.810408227045534e-16,2.0920147733453865e-15,9.33285177780064e-16,5.508436777309286e-16,1.2295681678187918e-15,1.935164572596514e-15
1,-1.0342895131713522e-14,1.0407945336837334e-14,8.984946899593337e-16,-4.8233316611955265e-15,2.0694871373018213e-15,2.766981651321447e-15,1.122572274712812e-15,7.0925532863961275e-15,4.334656490498968e-16,2.7806068718408316e-15,-1.2815314130188325e-15,-1.1858269187597804e-15
2,2.659377420448711e-14,1.05426791240778e-14,3.2981014623277647e-15,-8.03677202522617e-15,5.634676737176611e-15,7.9180742880858e-17,-3.3232121022143466e-16,1.1539849232283477e-15,3.1349930439003416e-15,6.731685776752772e-15,5.011899018409661e-16,6.505031031734722e-17
3,-1.6297279973270017e-14,1.0483995878645871e-14,7.214405555192401e-16,3.153975184557785e-15,2.2146312257900236e-16,-1.7220345492823228e-15,-5.8091042346805986e-15,8.982102508229063e-15,-8.062585871085949e-16,-1.8396012661112744e-16,-1.2637028525303616e-15,7.347765272310944e-16
4,-2.4593073078146872e-14,1.0501782444885443e-14,2.280680636311645e-16,4.184126010526546e-15,-5.886210384806364e-16,-1.8339890950835994e-15,-1.221996783321504e-15,-3.431900450451866e-15,3.161271457282271e-16,-1.899224051309934e-15,1.943058659412183e-15,-1.2627531320069407e-15
5,7.564203976781475e-15,1.0507548764286418e-14,2.6124061449581632e-15,-1.9880550145138912e-15,3.562140081658663e-15,1.404587998576921e-15,-4.800125921874223e-17,5.188169627392685e-15,2.1599421621783172e-16,3.285547457005846e-16,1.3350342348189867e-16,-1.3793590398441988e-15
6,-2.5645764148894617e-14,1.0496601262299745e-14,1.4373190320068811e-15,-8.205518029591799e-16,1.901555323137664e-15,1.224279917567483e-15,2.43561412774554e-15,-1.9456051375828834e-15,1.0752564472185544e-15,-3.864648534730541e-15,4.696783914065817e-15,6.401910611229608e-16
7,7.930231984468528e-16,1.0505207878156207e-14,-1.0870991813292807e-15,-1.823321155662592e-15,-9.356924311731326e-16,-1.5851807272871104e-15,-2.3899379948329606e-15,5.216878675304697e-16,-1.1067807896945823e-15,9.450914122787526e-16,-2.613933814556114e-15,-4.483900021949393e-16
8,8.197639430036264e-15,1.0499359043270644e-14,4.652773482081772e-16,-2.7155793162050016e-15,1.1203614039629832e-15,9.74098968817044e-16,8.679560382801672e-16,1.2516542724357145e-15,1.263260940930065e-15,4.834650055864126e-15,-1.3554664356662924e-15,-4.606088441097581e-16
9,-7.78273668352447e-15,1.0514213546547173e-14,-6.788887368085035e-16,-6.856540474227885e-15,5.92917873807196e-16,-2.2312462597002605e-15,-4.108940485917896e-15,2.683506582845074e-15,1.442007293870887e-16,-1.0404102840049695e-15,1.014463395412141e-15,3.9637446378201987e-16
