Index,c_T_M,c_T_Q,c_T_X,c_T_X_1,c_T_X_2,c_T_Y,c_T_Y_1,c_T_Y_2,c_T_Z,c_T_Z_1,c_T_Z_2,c_T_u
0,3.630556346357043e-16,5.4626282926335103e-17,-2.0072017066374635e-17,-1.553596701281029e-17,-2.6795289093883552e-17,-1.8256417559142764e-17,-1.8429616775037197e-17,-1.485835519448307e-17,2.4633750289638794e-17,1.423158347760865e-17,8.037674872116349e-17,3.0747324816445184e-17
1,8.198798169468265e-17,5.4853374992169763e-17,3.1116029711725395e-17,2.6922458042905954e-17,3.747531561153283e-17,-1.1506998873687748e-17,-1.2533056864970928e-17,8.168805469217207e-18,2.1981460255153332e-17,2.3586714239338587e-17,1.3281387178810428e-17,2.914137589734977e-18
2,3.2886414153350037e-16,5.4499091894291225e-17,3.637585630850653e-17,6.721551066341614e-17,-1.03049445825101e-17,-1.344371717318592e-17,-1.9453121894160898e-17,1.0200634703141754e-16,-3.144341619962607e-17,-4.684206388149629e-17,5.1373675926541194e-17,3.261704192179768e-17
3,-1.557622590977517e-16,5.525293562658528e-17,-1.1341466228211809e-17,-9.909603249987169e-18,-1.3508655580625736e-17,-5.172139335536543e-17,-5.5020296806777343e-17,1.1660287204748885e-17,-3.0276773119726906e-17,-2.87892991246445e-17,-3.829533388460951e-17,-6.495164239197126e-18
4,-1.48683494700358e-16,5.4608160773808804e-17,-4.6220819510764104e-17,-5.962237632967022e-17,-2.5952226041124227e-17,-7.897057560219226e-18,-7.703548601331974e-18,-1.1617708527092686e-17,1.0452401040178647e-17,1.3778896056973673e-17,-7.514165803264442e-18,-7.981444156134621e-18
5,-1.8232438942378572e-16,5.449484011800464e-17,-3.251328279942227e-17,-6.670159112319457e-17,1.9185288974216734e-17,-1.9081286247416952e-17,-2.0285081247198774e-17,4.0681144231419e-18,1.2259041009592494e-17,7.455111233873587e-18,3.8140060914705676e-17,-2.204043489230569e-17
6,-1.108946918962136e-16,5.4818504418979927e-17,-1.444033757011951e-17,1.0342524822480047e-17,-5.199410797828481e-17,-1.3555052865738964e-17,-1.3939268322968173e-17,-6.181823746114063e-18,-2.7036051731407088e-17,-4.0411126408798336e-17,4.509168505229772e-17,-5.6515017042748785e-18
7,7.588089477620963e-17,5.4734649614214044e-17,1.5277364634114626e-17,1.5989704808369742e-17,1.4200261676945596e-17,1.5109557909273154e-17,1.650848398556417e-17,-1.1794068927184619e-17,-4.984559218828922e-17,-4.5354456067033406e-17,-7.406550721460459e-17,1.1156726741458313e-17
8,-6.281791947163064e-17,5.4730389436545586e-17,-2.650189232387745e-17,-5.22769463845617e-17,1.2462054531569338e-17,-3.3038334133125183e-17,-2.893212035670151e-17,-1.120278246376594e-16,-6.59630531378009e-17,-8.591008036012893e-17,4.1631397734915313e-17,-1.352029932254705e-17
9,2.740938472234636e-16,5.4652370269377223e-17,-2.286869790163256e-17,-2.5483442070349203e-17,-1.8905930769106945e-17,2.257663145587258e-19,3.5343328523887055e-18,-6.325754634590891e-17,6.17639919657295e-17,6.004198785647502e-17,7.104863179244227e-17,2.6326697950991324e-17
10,-6.7727399447243044e-18,5.4737037504154203e-17,8.254689193300121e-18,-1.4947383672507217e-17,4.334299131110593e-17,1.907769431947545e-17,2.0017110582960542e-17,1.0140396539383468e-18,-9.29334344251387e-18,-2.0039904244511547e-17,4.863207875760674e-17,1.6402045774613064e-17
11,3.63030013981071e-17,5.487279801382745e-17,-2.2879310012316577e-17,-8.455644115727864e-17,7.035400937995707e-17,2.3602260142434128e-17,3.2822910475081505e-17,-1.5377628948803512e-16,-2.325589510938728e-17,-3.430600080335989e-17,3.637474518834113e-17,2.293409168061578e-18
