Index,c_T_M,c_T_Q,c_T_X,c_T_X_1,c_T_X_2,c_T_Y,c_T_Y_1,c_T_Y_2,c_T_Z,c_T_Z_1,c_T_Z_2,c_T_u
0,-1.382211120886896e-14,1.0744122327119446e-14,-1.9500075646173515e-15,7.357830800145651e-15,-3.6938325772499045e-15,-3.885411074530332e-17,-7.810408227045534e-16,2.0920147733453865e-15,9.33285177780064e-16,5.508436777309286e-16,1.2295681678187918e-15,1.935164572596514e-15
1,5.9399198518111415e-15,1.0511927011766126e-14,-2.9560520894077086e-15,-2.88782791121958e-15,-2.969854154457113e-15,-2.261223859773283e-15,-6.384278105100339e-16,-6.5769356125828725e-15,7.722931546371473e-16,2.646377612434896e-15,-5.948884534685841e-16,6.261837494815073e-16
2,-9.16268881942412e-15,1.0512459751194087e-14,-2.6488141347951056e-16,-3.218156116412489e-15,3.4416637724780126e-16,-1.0619582534021482e-15,-5.8121451428077925e-16,-2.317169907418038e-15,-1.0180951257048938e-15,-3.272969197927118e-15,6.302847407917663e-16,3.0223835119912094e-16
3,1.0792784039189866e-14,1.058671253984051e-14,1.09798618747896e-15,1.7680124177926448e-15,9.5860416631866e-16,1.005933872833966e-15,2.130413358704558e-15,-1.904469944960745e-15,-1.9728133264625655e-17,6.471089889697628e-15,-4.77918227575348e-15,-7.913659661439134e-16
4,1.3520146662235456e-14,1.0479412176854693e-14,-3.3238426066234503e-16,-4.304021908760095e-16,-3.119705733869631e-16,1.3661275286606123e-16,-7.254845648220188e-16,2.365653326645217e-15,2.093449180338661e-15,3.9527218379351334e-15,7.274707571951077e-16,-8.609001466638928e-17
5,-2.427569948805459e-14,1.0496010901040813e-14,-1.4317160137113484e-15,-2.5575044333517748e-15,-1.1984859357067989e-15,1.249631295725827e-15,3.326371052387817e-15,-4.147780723352237e-15,2.6020230407710093e-15,3.6362456087861937e-16,4.242849537052977e-15,-2.917274342679974e-16
6,-4.5010674385316814e-15,1.0539417683577444e-14,9.443665157397496e-16,-5.113711458390498e-15,2.1909400196580016e-15,3.186936839254881e-16,1.3211131785136457e-15,-2.3042194170001133e-15,-1.6412315852882174e-15,-7.851782924183442e-16,-2.2709231832954326e-15,-8.783535103019568e-16
7,1.638768877586027e-14,1.047707412928494e-14,6.527871188552728e-17,-3.649854719979873e-15,8.270636576675655e-16,2.6689243643169853e-15,3.4918322066110238e-15,5.084638518855296e-16,-1.0536602696298458e-15,-6.138164159238007e-16,-1.3762772977036023e-15,-1.3446139286051332e-15
8,1.2767007007666697e-14,1.050839373723587e-14,-1.556482844332966e-15,-3.601500059780613e-15,-1.1370654202411512e-15,4.1326663747520174e-16,-1.0517867023087764e-15,4.2592934230172265e-15,1.0454449826330477e-16,-1.965537442132266e-15,1.6211803349957271e-15,3.4667050555776004e-16
9,-1.2159915061992937e-14,1.0497316064023706e-14,6.298203520440992e-16,5.340126306536513e-15,-3.374092444020962e-16,-1.1171826281983204e-15,-9.914649558964823e-16,-1.4468698636501409e-15,7.311461293204775e-17,-2.322515391869434e-15,1.828931799561565e-15,3.1161142374494546e-16
