Index,c_T_M,c_T_Q,c_T_X,c_T_X_1,c_T_X_2,c_T_Y,c_T_Y_1,c_T_Y_2,c_T_Z,c_T_Z_1,c_T_Z_2,c_T_u
0,-6.356872602059877e-15,1.2353002149775075e-15,-1.1499858434765007e-16,3.998620035606612e-15,-1.5925925262564827e-15,6.022277431971348e-16,5.537468254322925e-16,8.301779249779748e-16,2.0056042154857564e-16,7.800278333929649e-16,-5.604047595253346e-16,3.314857574906569e-16
1,2.3758919088759905e-16,1.3347254297411202e-15,5.452628228306061e-16,3.4372230436632753e-15,-5.105213987100439e-16,1.6990338282437233e-15,1.4386444749540684e-15,2.9031882197347842e-15,-1.681817504665819e-15,-4.501395389502707e-16,-3.2871486627056143e-15,4.158070196316773e-17
2,-2.6615216482472607e-15,1.3067494233890613e-15,-1.8052174996131705e-15,-2.181928151097952e-15,-1.6677543167430601e-15,-4.3274856757206224e-16,-4.200275867521471e-16,-4.916002380002362e-16,1.29743956128441e-15,1.0375352176889229e-15,1.6354589581701337e-15,-2.7832054762003397e-16
3,-8.615946261307802e-16,1.3261710971758961e-15,-1.6916220742066624e-15,-3.140195211607654e-16,-2.194370207753748e-15,4.786770462057255e-16,4.0364968583689294e-16,8.256836832080125e-16,-1.3820237753165528e-15,-2.065961047971224e-15,-4.945940366419977e-16,-4.884504861459866e-16
4,-1.2969208538811876e-15,1.3173847855097852e-15,-5.016292440803651e-16,1.8566719247997306e-15,-1.3645525223446607e-15,4.309719307928684e-16,4.4076045293870947e-16,3.8581796472702257e-16,6.242633105247068e-16,-1.7038045780530942e-16,1.6588039007510937e-15,1.9956577652687783e-16
5,-5.229187973248452e-15,1.316922476251787e-15,1.015239362272376e-15,1.5051946765059937e-15,8.358415072304043e-16,2.698045975890708e-16,-2.2444128885873666e-16,2.5469373028745875e-15,1.6070891216040873e-15,7.914573507275334e-16,2.666245583568682e-15,1.738712789670405e-16
6,-5.519449441322971e-15,1.3293700243330557e-15,-5.203348209383892e-16,-2.737481420084389e-15,2.8978696563901887e-16,-1.171751741584516e-15,-1.0229944651300513e-15,-1.8594332901621225e-15,-1.1854187411507655e-15,-3.71776530462572e-16,-2.2452933205237776e-15,-4.825911010940755e-16
7,2.4926729376621486e-15,1.316284800941851e-15,1.8282660552190314e-17,1.9614984052990973e-15,-6.899030743344478e-16,8.953343498115576e-16,1.4315455341197525e-15,-1.5904822400477093e-15,-7.794540158237895e-16,-6.217201374408699e-16,-9.84382914408779e-16,9.236836023505706e-16
8,7.168159409540044e-17,1.331915058850682e-15,-1.3965186189883438e-15,-3.701909728089224e-15,-5.559381864439653e-16,-3.921174635755103e-16,-1.768956989931457e-17,-2.126852002408565e-15,3.020563792082704e-16,9.201424038459244e-17,5.750818526596e-16,-2.1635425750769374e-16
9,2.423252096002077e-14,1.303814491082138e-15,-7.931809546971095e-16,2.8259911974197142e-15,-2.115823258956164e-15,-1.0161454269723035e-15,-1.2183306324021283e-15,-8.049691798718959e-17,-3.3893689468696003e-16,-1.9855866351042107e-15,1.8012696204395835e-15,6.175948637097087e-16
