beta_3,beta_4,sigma_3,sigma_4,time
7.864027634768835e-08,-8.527965040043112e-07,1.3841420555741367e-06,1.3841639247103147e-06,1062812.827293341
-1.6431706070703493e-06,-6.426510416518883e-07,1.4704982710393594e-06,1.470428817810935e-06,1065313.0635913915
-1.6457503033940732e-06,6.920496084596999e-07,1.653729149833387e-06,1.6535460927697908e-06,1067812.897789545
-9.80146753994751e-07,8.669065350848514e-07,1.4270285037175877e-06,1.426978232331635e-06,1070312.9571385693
-2.701833224709044e-07,2.5045403961121424e-06,1.8108663283308902e-06,1.8109393479241233e-06,1072813.0159693072
-2.1794472382523077e-06,2.438573256641397e-06,1.55064926368327e-06,1.5508714637978444e-06,1075313.299784706
3.8072544116320855e-06,2.1873968062783012e-06,1.5905131647446745e-06,1.5904134325160975e-06,1077812.9298556005
-4.5785135080341013e-07,-1.5480765415563526e-06,1.5998856710943175e-06,1.5998112853705484e-06,1080313.0183609538
-6.498519711362561e-07,-2.3395978734867765e-06,1.2868598343731427e-06,1.286885940398619e-06,1082812.9166401403
2.075917629158365e-06,2.2339035063205407e-06,1.4793020612910436e-06,1.4792131538947418e-06,1085313.095460028
-3.7096451223461595e-06,1.629432635760111e-06,2.005071457675137e-06,2.005192625279549e-06,1087812.7736984785
-1.944260347281267e-06,-1.3554359581226453e-06,1.3324129931279068e-06,1.3323294880629116e-06,1090312.9825488026
2.0481766219441274e-06,-2.2746682847775425e-06,1.6471562938482942e-06,1.647153968990468e-06,1092812.9473492382
-2.156432982963101e-06,-1.747978207561203e-06,1.3608011435486169e-06,1.3608932756185145e-06,1095312.8935038813
-3.5621844860203976e-07,1.1742155567049383e-06,2.2704010702860208e-06,2.2707097792227313e-06,1097812.9090594717
-3.2412409571699866e-06,-1.5745859853811693e-06,1.5283794540580985e-06,1.5283973748509147e-06,1100313.1008912188
-2.6399472143414446e-08,-4.663136274575684e-07,1.9234122906162715e-06,1.92351246262586e-06,1102813.112450845
7.258660747447856e-07,-9.957117032674914e-07,1.5569466627490255e-06,1.5568309991137158e-06,1105313.1826911767
2.279036804190696e-06,-1.0254357823937323e-07,6.642725210253593e-06,6.64264344130921e-06,1107813.035218049
1.3830707216219487e-06,-7.464676729101606e-07,2.1859587998876715e-06,2.1859001548514634e-06,1110313.1075931515
1.1674152980112827e-06,1.4591071038446468e-06,1.67353936872122e-06,1.6735809659630945e-06,1112813.026089512
-2.9103559419173903e-06,-2.834986805355071e-06,1.515064423086522e-06,1.5150890672613056e-06,1115313.2120165357
3.3538060762362616e-07,-2.0341705512181135e-07,1.9027137445333837e-06,1.9027449127139968e-06,1117813.0338538017
-1.8914280960299584e-06,-1.0069338586322187e-06,5.884923469958951e-06,5.884967214071664e-06,1128323.1879283483
4.831306116525195e-06,6.143353925060078e-06,1.2887000157009983e-06,1.2887206782249216e-06,1138489.0744037796
6.846935791465176e-06,-5.183707026920257e-06,1.6037630760594563e-06,1.603816015716924e-06,1140989.031346572
-2.6940222994359743e-06,-9.470884160493178e-06,1.3614050487295424e-06,1.3613557504007285e-06,1143489.0645607924
-4.6896955691263516e-06,7.544803237001842e-06,1.1610514407108891e-06,1.1610926165171048e-06,1145989.1354241814
3.2329611248061003e-06,9.080325023880597e-06,1.484447252244092e-06,1.4844726143376514e-06,1148489.0837362374
7.661275588212229e-06,-1.0654457949378528e-06,1.3133985535318676e-06,1.3134353772508027e-06,1150989.1110864398
-2.1530802674033853e-06,-5.087256299361667e-06,1.2133762797472287e-06,1.2133233305282299e-06,1153489.1077269386
-2.358870941353959e-06,8.014935345458822e-06,7.766699923859354e-06,7.767235268512253e-06,1155989.1262020525
5.1921379433800754e-06,-4.562770481914516e-06,1.5079435670758897e-06,1.5079386459276566e-06,1158489.1260802287
4.9087386138691e-06,1.4870351030924652e-06,1.4808657046239403e-06,1.4808548315257811e-06,1160989.2173812203
-3.620619942276875e-06,-4.226868650268438e-06,2.092653731703515e-06,2.0926202112734534e-06,1163489.095371213
-8.486234231668593e-08,9.926826657239033e-06,2.1316750151111967e-06,2.1318272312426786e-06,1165989.1346008694
9.752063806051342e-07,-3.1350629022078244e-06,1.840193352534326e-06,1.8401577785097179e-06,1168489.1391388243
1.909092260312676e-06,4.014226595412304e-06,2.2686549367665246e-06,2.268724167108776e-06,1170989.1570522676
-3.7890282744163687e-06,-8.103029872860315e-06,1.251775867879359e-06,1.2517962574948512e-06,1173489.1853481822
-6.833421356058128e-06,-3.929413030710364e-06,1.5008478098615003e-06,1.5007761188939377e-06,1175989.453686246
-5.069717476280226e-06,7.169452337855221e-06,1.4784469327636427e-06,1.4784054216384799e-06,1178489.187684179
1.708487825640767e-06,9.71022414980791e-06,1.8242903659920928e-06,1.8242795554333896e-06,1180989.1873721126
7.704695967540124e-06,-1.453022031402559e-06,1.5558180982585943e-06,1.555734045523522e-06,1183489.1846278463
-6.437642020036164e-06,1.1750061916478021e-07,1.2940642653933078e-06,1.2940664463261702e-06,1185989.2050489858
2.5186151517531532e-06,5.629653209654677e-06,1.3602072251879333e-06,1.3600605504337581e-06,1188489.0609595294
1.8956751543532938e-06,-2.2927632029697668e-06,1.4321850902097657e-06,1.4321915202747177e-06,1190989.362324457
-5.030935845699455e-07,1.0897732163173148e-06,1.9064960815728259e-06,1.906476534029928e-06,1193489.3026752488
-4.523523011916364e-06,1.243339180557568e-07,1.5121278540033133e-06,1.5120561328817727e-06,1195989.3485708237
-3.5724096954516795e-06,6.776550542054819e-06,1.7524972952675375e-06,1.752360416547843e-06,1198489.2377027243
4.326226441222377e-06,-6.553495308956636e-06,1.407365717265758e-06,1.4074080437084075e-06,1200989.2781935246
2.5506226831633757e-06,6.450184769634781e-06,1.270594651211948e-06,1.2705870338980407e-06,1203489.3245077804
5.146653988341893e-06,-6.502645055198194e-06,1.4595500175215335e-06,1.459522623124461e-06,1205989.3021216996
5.085869055372192e-06,4.20045870755959e-06,1.4149815375652942e-06,1.4149422617752718e-06,1208489.413383379
7.773024176234238e-06,-1.5793445188928934e-06,1.2766007707568756e-06,1.2765542123594748e-06,1210989.2969422948
-4.696558782476211e-06,-8.139193950608066e-06,1.5210695783806252e-06,1.5211249747116156e-06,1213489.3190945056
-4.391414402166283e-06,9.831304910994507e-07,1.439663741460949e-06,1.4397940443904658e-06,1215989.2717947317
4.264484124502428e-06,1.5540398532747715e-06,1.3659519546150123e-06,1.3659707019771733e-06,1218489.338142505
2.374069366875289e-06,-4.724450704179076e-06,1.2138975923643348e-06,1.2139647539009122e-06,1220989.349151777
-1.4410851056641275e-06,-1.5681883281444482e-06,1.4675829156254478e-06,1.4675742144190026e-06,1223489.33718616
-3.798989307242889e-06,-4.879445304644238e-06,1.3308050578318461e-06,1.3307179479717088e-06,1225989.2386561693
7.019022338141396e-06,-6.330496268366961e-06,1.2730054563836503e-06,1.273061456359777e-06,1228489.3221999065
-4.88679651963495e-07,-1.7693622034644444e-06,1.617557972175058e-06,1.6176846673760049e-06,1230989.3256638201
-6.322695454805174e-06,-2.0716062831758854e-06,1.5242396968946904e-06,1.524264265485262e-06,1233489.3321666261
1.905757421268582e-06,1.0598237291944318e-06,1.6192758194706561e-06,1.6193123825020906e-06,1235989.3787322682
1.2615986681240935e-06,5.659291077520709e-06,1.2422428206844776e-06,1.2422860119746771e-06,1238489.3794625471
-4.285875867681887e-06,-5.183771045141663e-06,1.395346918652298e-06,1.3953420773075795e-06,1240989.4324571616
-2.4229745478826698e-06,1.1674181026210954e-06,1.2169721419840736e-06,1.2169572364622924e-06,1243488.970302209
3.6113661289050503e-06,-7.607101327620136e-06,1.1660630022420682e-06,1.166093190627331e-06,1245989.4476671058
-6.649183384962436e-06,-2.655107673910561e-06,1.302550000691591e-06,1.3025108976325435e-06,1248489.3973962837
4.062069692995612e-06,6.598271809210441e-06,1.3370852998579345e-06,1.3370510456304363e-06,1250989.432720023
-3.329410819225308e-06,-7.880909779800968e-06,1.2362236253476545e-06,1.2362089195690962e-06,1253489.4918648505
-5.9266323871262824e-06,3.922173525753655e-06,1.4490001335339418e-06,1.4489044812057312e-06,1255989.4494040909
6.031446779938156e-06,4.773224665688561e-07,1.5669780801778654e-06,1.566922752689513e-06,1258489.4467712657
-5.039552926152555e-06,4.039371513980388e-06,1.9485112402888164e-06,1.9485210478472293e-06,1260989.5103267992
8.223136379280982e-06,7.585314677459935e-07,1.3110534932421026e-06,1.3110127009733609e-06,1263489.4876363936
-2.776167909778211e-06,-3.419710300784201e-06,2.7745401610204365e-06,2.774212803780319e-06,1265989.4533506029
8.61016689566537e-06,2.1646035695155247e-06,1.1429052602372564e-06,1.1428574809171101e-06,1268489.4791748768
2.8389116042320635e-06,-8.771369134458268e-06,1.2358825113620035e-06,1.2358643064290347e-06,1270989.5045094404
-7.995760625074202e-06,-1.227960266720143e-06,1.1506866624939711e-06,1.1506479040060383e-06,1273489.530809457
4.1333125492591866e-06,4.672657426009229e-06,1.3788797909973199e-06,1.3788112268463006e-06,1275989.5020774086
-4.490106933963565e-06,-1.3848845117712994e-06,1.3743858654086222e-06,1.3743291153764885e-06,1278489.5239969976
6.121461436172082e-07,-7.984263780328821e-06,1.650817337273928e-06,1.6507713918476494e-06,1280989.6255073475
-4.92683417139309e-06,2.384563486139678e-06,1.29849183463207e-06,1.298663022635948e-06,1283489.4256925792
-5.186188585345278e-07,-6.923000285871462e-07,1.5214171397836636e-06,1.5214034643124332e-06,1285989.5783508392
-7.870530437785381e-07,-2.1673202460750958e-06,1.4377940022359318e-06,1.437989164847776e-06,1288489.7168152994
-8.033586410423051e-07,-1.2432166506215166e-06,1.5443531870742716e-06,1.5443724693178071e-06,1290989.6307105685
-2.000257680994375e-07,-1.5995312766780775e-06,1.5884696067326632e-06,1.5883428366395766e-06,1293489.513794568
2.1467730194371596e-06,-7.926101193936811e-08,1.4235837149738895e-06,1.4235581119556315e-06,1295990.3319207176
7.337058532947025e-07,1.6018529702702737e-06,1.3946885059949398e-06,1.3947275755931396e-06,1298489.549614231
1.971957376023476e-06,1.7579178573393955e-07,1.403506133483881e-06,1.4036025332838513e-06,1300989.5986357653
-1.4401451556226882e-06,-2.518993074526241e-06,1.5435894984498257e-06,1.5437036871938525e-06,1303489.6095796626
3.900446440627603e-09,-2.3661909396236954e-07,1.4524804705051727e-06,1.4523937520699146e-06,1305989.5383474329
1.8958427792240106e-06,-1.17667462318747e-06,1.6316572762786506e-06,1.6316378819289294e-06,1308489.6462817313
-2.7141954022420094e-07,-1.074687267784921e-06,1.3628871949958298e-06,1.3629478975888572e-06,1310989.7484812792
3.251858948036761e-06,3.2512590683228685e-06,1.576550551028208e-06,1.5766592970971489e-06,1313489.6611552865
-5.051076277067755e-06,1.3109518309749624e-06,1.2535401518915617e-06,1.2535518651352302e-06,1315989.8195953898
-3.4466931710687133e-06,8.911082700822102e-06,1.2283605967825182e-06,1.228346955459403e-06,1318489.6595212289
5.09623666933501e-06,5.346317614392043e-06,1.2884993297184582e-06,1.2884781840017969e-06,1320989.6113859944
-6.760547222574669e-06,-1.5839055967414928e-06,1.864704091202575e-06,1.864605417098975e-06,1323489.6476619681
3.887097456821517e-06,-6.7285623803848974e-06,1.1991470989581334e-06,1.1991544169353102e-06,1325989.7772673506
-5.145858395456673e-06,-5.788347120641384e-06,1.3730361411208415e-06,1.372937953412313e-06,1328489.7120730386
-3.6563253870188824e-06,7.0454651109959096e-06,1.4946543442291932e-06,1.4946556520610039e-06,1330989.682479748
-1.7023883202077573e-06,-5.5750766961636226e-06,1.4139861938946745e-06,1.4140126794338821e-06,1333489.757925486
-6.9043132112162304e-06,4.27290737960404e-06,1.4515871176064239e-06,1.451552171812245e-06,1335989.7477023208
5.035279335873146e-06,4.545974981632427e-06,2.046512256295544e-06,2.0463771690010957e-06,1338489.7356165126
3.6874289819974614e-06,-8.133658939354094e-06,1.2800384391765109e-06,1.280027141312025e-06,1340989.720550908
4.514356748983268e-07,4.630312209212567e-06,1.539803492271039e-06,1.5397000982929713e-06,1343489.8014641074
7.117243972079609e-06,-4.506329824321166e-06,1.1682131589856028e-06,1.168227571375195e-06,1345989.761359912
-6.256086678007344e-06,2.0309463054166115e-06,1.2411775026780645e-06,1.241206040818789e-06,1348489.7906527983
2.0166287204353913e-06,4.7768544099902426e-06,1.8680933123522827e-06,1.8681240382715091e-06,1350989.733101382
6.775051387131662e-06,5.10052479392269e-06,1.3148614934603504e-06,1.3148541669736638e-06,1353489.8668836323
-5.524729421208916e-08,1.151042154130922e-06,1.7165955800989824e-06,1.7166141749286433e-06,1355989.8425941083
-1.1379148625159384e-06,1.0689073500782934e-06,1.4005082246933377e-06,1.4005984660670464e-06,1358489.8129893974
-5.393694845728318e-07,1.7194083350619895e-06,1.7015174888227687e-06,1.7016015869343072e-06,1360989.786317387
1.301976491570397e-06,4.393264006521078e-06,1.4084563114059375e-06,1.4085478762795505e-06,1363489.879525913
2.450760556518563e-06,-5.106249866532412e-06,1.3103274710018052e-06,1.3104029921461221e-06,1365989.828532037
-7.284726000570637e-06,5.907112319579235e-06,1.230980836824007e-06,1.2309807180134738e-06,1368489.8553391376
4.345700298063788e-06,7.825562364217104e-06,1.358149960801546e-06,1.3581211247988818e-06,1370989.8716528164
-4.0936971718606264e-06,-1.3335040248197655e-06,1.218075331007499e-06,1.218073218303448e-06,1373489.9142740886
2.477705075287482e-06,-1.0508898419818538e-06,1.4427891401250811e-06,1.4427837789985328e-06,1375989.7877776083
2.7331419665570886e-06,-3.0054134508275427e-06,1.4545362139009961e-06,1.4543843945388325e-06,1378489.735172902
3.0423973522578974e-06,-1.7428967948650153e-07,1.4586784606477082e-06,1.4586783914402085e-06,1380989.863168954
-2.371232346809002e-06,2.7381858380379716e-06,1.3960936136250587e-06,1.3960398435567436e-06,1383489.9298870086
1.6649840630722384e-06,5.213477672853436e-06,1.4221373684401845e-06,1.422062006143122e-06,1385989.933904182
-4.830277358402717e-07,2.3066061266955962e-06,2.1198418263436225e-06,2.119841714211021e-06,1388489.9945506924
-3.6369379000546892e-06,1.028948422794017e-06,1.371174993780783e-06,1.371189224726597e-06,1390990.0224388873
4.83517952817273e-06,6.181916684662388e-06,1.5715712416891512e-06,1.571637304656169e-06,1393489.9494760938
1.8033102675359265e-06,-4.489955493560325e-06,1.2674709278923903e-06,1.2674747939565773e-06,1395989.8771673255
-2.0289358128733207e-06,1.3665355537227115e-06,1.740269567211938e-06,1.7402789375930461e-06,1398490.0230004694
-2.873931737783735e-06,3.442951543845107e-06,1.6181118515260315e-06,1.618156255220511e-06,1400989.9932395364
6.990860635327116e-06,-1.8258701518037549e-06,1.27442421869179e-06,1.2744143623759116e-06,1403490.0133187098
-1.7592923809860422e-06,-8.544513306228123e-06,1.7955129741208564e-06,1.795573978088598e-06,1405990.0000003788
-3.280923002793225e-06,3.868418021333961e-06,1.7487545895605846e-06,1.7486976734962834e-06,1408490.0035002448
2.290465833936712e-06,-3.5568432147855335e-06,1.3237069502253658e-06,1.3237384782385717e-06,1410990.0148719244
-5.7209669472414345e-06,4.194953857016212e-06,1.5106150636853273e-06,1.5105292853193204e-06,1413489.9976363734
6.986398642607047e-06,-2.6534121307690517e-06,1.4307624951598228e-06,1.4308325842997634e-06,1415990.0151084
-3.4826501606114898e-06,-3.8292927434747674e-06,1.4282419167274515e-06,1.4283899847903233e-06,1418490.0044642577
2.974905440678432e-06,-2.8863175490715898e-06,1.3669996833881239e-06,1.367056777405769e-06,1420990.0408458582
8.509233280319748e-06,-3.363966842559584e-07,1.4540719273061055e-06,1.4540597235640156e-06,1423490.1124643725
-7.4488783955966e-07,-7.654430393355248e-06,1.321054194419037e-06,1.3209982829003624e-06,1425990.0749070528
-5.861758346066291e-06,-1.69143357471964e-07,1.490107163368645e-06,1.4902078363149226e-06,1428490.0014825424
1.448717142068884e-07,-7.0419828280889635e-06,1.3951544044562454e-06,1.3951074059747088e-06,1430990.0835075518
-1.3308229266680792e-07,6.089059113156801e-06,1.39845179183256e-06,1.3984734164919482e-06,1433490.0781962322
-3.7839039157006146e-06,-1.5114174647810288e-06,1.2774699096820155e-06,1.2774099652348192e-06,1435990.117381189
2.876591775482523e-06,8.12062951725701e-06,1.489206058927575e-06,1.4892434117246467e-06,1438490.1184519783
6.1320267373522105e-06,-5.1208031438604595e-06,1.480082899304452e-06,1.480122944283866e-06,1440990.0280307496
-6.412231303294483e-06,-3.327864752039274e-08,1.629240286390964e-06,1.6294811019710015e-06,1443490.6835513555
-1.7488457131147514e-06,6.511438446423615e-06,1.5536273945539457e-06,1.5536161856459463e-06,1445990.1285500717
3.293768039913522e-06,-4.055442413385693e-06,1.4943937693000195e-06,1.494484602636712e-06,1448490.1146908074
-1.6824851929943466e-06,5.3044474106919525e-06,1.4197318982285666e-06,1.4197803598048231e-06,1450990.1355446666
3.2965121664030606e-06,-6.450899320938361e-06,1.3041006642854298e-06,1.3040806391447955e-06,1453490.161293443
-7.29987561274409e-06,4.016829560348357e-06,1.264372995220635e-06,1.264405948426494e-06,1455990.2032964618
6.059131924214124e-07,6.687222624280131e-06,1.14761194996682e-06,1.14760250077634e-06,1458490.1013197505
-6.798215351283193e-06,-3.0805885720365044e-06,1.5293035982518405e-06,1.5293147653660167e-06,1460990.1954356194
-2.7114225242594343e-07,7.028186712312111e-06,1.3315444929962788e-06,1.3315513251235474e-06,1463490.1806307698
8.260094235133466e-06,-5.119861027761255e-06,1.5500811187433672e-06,1.5499935716988291e-06,1465990.2357502002
